Orden;Tipo de Registro;Nemo;ISIN;Numero Emisión;Estado;Fecha Registro;Fecha de Emisión;Fecha de Vencimiento;Periodicidad;Modalidad;Días al vencimiento;Moneda;Tipo Tasa;Tipo Tasa Referencia;Spread;Tipo de Calculo;Base de calculo;Precio;Fecha Ultimo Precio;Ultimo precio;Código ISIN2;Precio Limpio;Código ISIN3;TIR;Duracion ;Duracion Modificada ;Convexidad ;Cupon Corrido ;Margen;Calificación ;CALIF;CLASE;Especie;Emisor;Entidad;Rango Plazo;indicador;indicador2;Indicador Calif
15002;D;BPEMINHTA4;COL17CB03LF5;0;A;06/04/2016;19/03/2003;02/01/2022;P;V;2096;COP;3;ICP;4;2;0;290,244;;0;;290,244;;12,715;0;0;0;0;4,3848;NACIO;N;;;;;;;;
15003;D;BPEMINHTA4;COL17CB03LG3;0;A;06/04/2016;19/03/2003;13/06/2028;P;V;4448;COP;3;ICP;4;2;0;268,407;;0;;268,407;;13,216;0;0;0;0;4,8491;NACIO;N;;;;;;;;
15004;D;BPEMINHTA4;COL17CB03LH1;0;A;06/04/2016;19/03/2003;02/05/2028;P;V;4406;COP;3;ICP;4;2;0;268,682;;0;;268,682;;13,216;0;0;0;0;4,8491;NACIO;N;;;;;;;;
15005;D;BPEMINHTA4;COL17CB03LI9;0;A;06/04/2016;19/03/2003;09/01/2032;P;V;5753;COP;3;ICP;4;2;0;245,017;;0;;245,017;;13,658;0;0;0;0;5,258;NACIO;N;;;;;;;;
15006;D;BPEMINHTA4;COL17CB03LJ7;0;A;06/04/2016;19/03/2003;16/05/2024;P;V;2960;COP;3;ICP;4;2;0;294,42;;0;;294,42;;12,397;0;0;0;0;4,0901;NACIO;N;;;;;;;;
15007;D;BPEMINHTA4;COL17CB03LK5;0;A;06/04/2016;19/03/2003;13/08/2019;P;V;1224;COP;3;ICP;4;2;0;297,525;;0;;297,525;;12,191;0;0;0;0;3,9002;NACIO;N;;;;;;;;
15008;D;BPEMINHTA4;COL17CB03LL3;0;A;06/04/2016;19/03/2003;09/08/2026;P;V;3775;COP;3;ICP;4;2;0;284,847;;0;;284,847;;12,731;0;0;0;0;4,3996;NACIO;N;;;;;;;;
15009;D;BPEMINHTA3;COL17CB03LM1;0;A;06/04/2016;19/03/2003;05/05/2025;P;V;3314;COP;3;ICP;3;2;0;232,323;;0;;232,323;;12,671;0;0;0;0;4,3442;NACIO;N;;;;;;;;
15010;D;BPEMINHTA3;COL17CB03LN9;0;A;06/04/2016;19/03/2003;03/02/2025;P;V;3223;COP;3;ICP;3;2;0;238,06;;0;;238,06;;12,396;0;0;0;0;4,0901;NACIO;N;;;;;;;;
15011;D;BPEMINHTA4;COL17CB03LP4;0;A;06/04/2016;19/03/2003;11/04/2022;P;V;2195;COP;3;ICP;4;2;0;284,815;;0;;284,815;;13,055;0;0;0;0;4,7003;NACIO;N;;;;;;;;
15012;D;BPEMINHTA4;COL17CB03LQ2;0;A;06/04/2016;19/03/2003;09/11/2021;P;V;2042;COP;3;ICP;4;2;0;290,429;;0;;290,429;;12,715;0;0;0;0;4,3848;NACIO;N;;;;;;;;
15013;D;BPEMINHTA4;COL17CB03LR0;0;A;06/04/2016;19/03/2003;27/11/2022;P;V;2425;COP;3;ICP;4;2;0;283,538;;0;;283,538;;13,055;0;0;0;0;4,7003;NACIO;N;;;;;;;;
15014;D;BPEMINHTA3;COL17CB03LS8;0;A;06/04/2016;19/03/2003;16/02/2026;P;V;3601;COP;3;ICP;3;2;0;229,908;;0;;229,908;;12,671;0;0;0;0;4,3442;NACIO;N;;;;;;;;
15015;D;BPEMINHTA4;COL17CB03LT6;0;A;06/04/2016;19/03/2003;24/05/2021;P;V;1873;COP;3;ICP;4;2;0;290,999;;0;;290,999;;12,715;0;0;0;0;4,3848;NACIO;N;;;;;;;;
15016;D;BPEMINHTA4;COL17CB03LU4;0;A;06/04/2016;19/03/2003;30/10/2030;P;V;5317;COP;3;ICP;4;2;0;248,617;;0;;248,617;;13,658;0;0;0;0;5,258;NACIO;N;;;;;;;;
15017;D;BPEMINHTA4;COL17CB03LV2;0;A;06/04/2016;19/03/2003;16/04/2021;P;V;1835;COP;3;ICP;4;2;0;291,131;;0;;291,131;;12,715;0;0;0;0;4,3848;NACIO;N;;;;;;;;
15018;D;BPEMINHTA4;COL17CB03LW0;0;A;06/04/2016;19/03/2003;24/02/2026;P;V;3609;COP;3;ICP;4;2;0;286,907;;0;;286,907;;12,671;0;0;0;0;4,3442;NACIO;N;;;;;;;;
15019;D;BPEMINHTA4;COL17CB03LX8;0;A;06/04/2016;19/03/2003;19/03/2028;P;V;4362;COP;3;ICP;4;2;0;278,521;;0;;278,521;;12,885;0;0;0;0;4,5425;NACIO;N;;;;;;;;
15020;D;BPEMINHTA4;COL17CB03LY6;0;A;06/04/2016;19/03/2003;14/12/2027;P;V;4267;COP;3;ICP;4;2;0;278,81;;0;;278,81;;12,885;0;0;0;0;4,5425;NACIO;N;;;;;;;;
15021;D;BPEMINHTA4;COL17CB03LZ3;0;A;06/04/2016;19/03/2003;23/11/2023;P;V;2786;COP;3;ICP;4;2;0;279,551;;0;;279,551;;13,165;0;0;0;0;4,8017;NACIO;N;;;;;;;;
15022;D;BPEMINHTA4;COL17CB03M08;0;A;06/04/2016;19/03/2003;21/01/2035;P;V;6860;COP;3;ICP;4;2;0;204,198;;0;;204,198;;14,541;0;0;0;0;6,0757;NACIO;N;;;;;;;;
15023;D;BPEMINHTA4;COL17CB03M16;0;A;06/04/2016;19/03/2003;02/03/2025;P;V;3250;COP;3;ICP;4;2;0;294,214;;0;;294,214;;12,396;0;0;0;0;4,0901;NACIO;N;;;;;;;;
15024;D;BPEMINHTA3;COL17CB03M24;0;A;06/04/2016;19/03/2003;11/02/2026;P;V;3596;COP;3;ICP;3;2;0;229,928;;0;;229,928;;12,671;0;0;0;0;4,3442;NACIO;N;;;;;;;;
15025;D;BPEMINHTA4;COL17CB03M32;0;A;06/04/2016;19/03/2003;16/07/2033;P;V;6306;COP;3;ICP;4;2;0;225,054;;0;;225,054;;14,099;0;0;0;0;5,6668;NACIO;N;;;;;;;;
15026;D;BPEMINHTA4;COL17CB03M40;0;A;06/04/2016;19/03/2003;14/03/2027;P;V;3992;COP;3;ICP;4;2;0;284,226;;0;;284,226;;12,731;0;0;0;0;4,3996;NACIO;N;;;;;;;;
15027;D;BPEMINHTA4;COL17CB03M65;0;A;06/04/2016;19/03/2003;29/06/2017;P;V;449;COP;3;ICP;4;2;0;301,688;;0;;301,688;;10,787;0;0;0;0;2,5998;NACIO;N;;;;;;;;
15028;D;BPEMINHTA4;COL17CB03M73;0;A;06/04/2016;19/03/2003;27/11/2021;P;V;2060;COP;3;ICP;4;2;0;290,388;;0;;290,388;;12,715;0;0;0;0;4,3848;NACIO;N;;;;;;;;
15029;D;BPEMINHTA4;COL17CB03M99;0;A;06/04/2016;19/03/2003;01/02/2022;P;V;2126;COP;3;ICP;4;2;0;290,124;;0;;290,124;;12,715;0;0;0;0;4,3848;NACIO;N;;;;;;;;
15030;D;BPEMINHTA4;COL17CB03MA4;0;A;06/04/2016;19/03/2003;23/06/2016;P;V;78;COP;3;ICP;4;2;0;297,817;;0;;297,817;;10,4;0;0;0;0;2,241;NACIO;N;;;;;;;;
15031;D;BPEMINHTA3;COL17CB03MB2;0;A;06/04/2016;19/03/2003;08/06/2030;P;V;5173;COP;3;ICP;3;2;0;192,078;;0;;192,078;;13,658;0;0;0;0;5,258;NACIO;N;;;;;;;;
15032;D;BPEMINHTA4;COL17CB03MC0;0;A;06/04/2016;19/03/2003;25/06/2031;P;V;5555;COP;3;ICP;4;2;0;246,72;;0;;246,72;;13,658;0;0;0;0;5,258;NACIO;N;;;;;;;;
15033;D;BPEMINHTA4;COL17CB03MD8;0;A;06/04/2016;19/03/2003;16/01/2028;P;V;4300;COP;3;ICP;4;2;0;278,639;;0;;278,639;;12,885;0;0;0;0;4,5425;NACIO;N;;;;;;;;
15034;D;BPEMINHTA4;COL17CB03ME6;0;A;06/04/2016;19/03/2003;26/10/2016;P;V;203;COP;3;ICP;4;2;0;299,477;;0;;299,477;;10,399;0;0;0;0;2,2407;NACIO;N;;;;;;;;
15035;D;BPEMINHTA4;COL17CB03MF3;0;A;06/04/2016;19/03/2003;15/07/2020;P;V;1560;COP;3;ICP;4;2;0;293,99;;0;;293,99;;12,532;0;0;0;0;4,2153;NACIO;N;;;;;;;;
15036;D;BPEMINHTA4;COL17CB03MG1;0;A;06/04/2016;19/03/2003;14/08/2022;P;V;2320;COP;3;ICP;4;2;0;284,104;;0;;284,104;;13,055;0;0;0;0;4,7003;NACIO;N;;;;;;;;
15037;D;BPEMINHTA4;COL17CB03MH9;0;A;06/04/2016;19/03/2003;16/06/2031;P;V;5546;COP;3;ICP;4;2;0;246,788;;0;;246,788;;13,658;0;0;0;0;5,258;NACIO;N;;;;;;;;
15038;D;BPEMINHTA4;COL17CB03MI7;0;A;06/04/2016;19/03/2003;06/09/2022;P;V;2343;COP;3;ICP;4;2;0;283,967;;0;;283,967;;13,055;0;0;0;0;4,7003;NACIO;N;;;;;;;;
15039;D;BPEMINHTA4;COL17CB03MJ5;0;A;06/04/2016;19/03/2003;23/10/2023;P;V;2755;COP;3;ICP;4;2;0;279,727;;0;;279,727;;13,165;0;0;0;0;4,8017;NACIO;N;;;;;;;;
15040;D;BPEMINHTA4;COL17CB03MK3;0;A;06/04/2016;19/03/2003;03/09/2025;P;V;3435;COP;3;ICP;4;2;0;287,309;;0;;287,309;;12,671;0;0;0;0;4,3442;NACIO;N;;;;;;;;
15041;D;BPEMINHTA4;COL17CB03ML1;0;A;06/04/2016;19/03/2003;31/08/2022;P;V;2337;COP;3;ICP;4;2;0;283,994;;0;;283,994;;13,055;0;0;0;0;4,7003;NACIO;N;;;;;;;;
15042;D;BPEMINHTA4;COL17CB03MN7;0;A;06/04/2016;19/03/2003;21/12/2022;P;V;2449;COP;3;ICP;4;2;0;283,391;;0;;283,391;;13,055;0;0;0;0;4,7003;NACIO;N;;;;;;;;
15043;D;BPEMINHTA4;COL17CB03MO5;0;A;06/04/2016;19/03/2003;20/09/2022;P;V;2357;COP;3;ICP;4;2;0;283,905;;0;;283,905;;13,055;0;0;0;0;4,7003;NACIO;N;;;;;;;;
15044;D;BPEMINHTA3;COL17CB03MP2;0;A;06/04/2016;19/03/2003;09/04/2031;P;V;5478;COP;3;ICP;3;2;0;188,617;;0;;188,617;;13,658;0;0;0;0;5,258;NACIO;N;;;;;;;;
15045;D;BPEMINHTA3;COL17CB03MQ0;0;A;06/04/2016;19/03/2003;15/07/2017;P;V;465;COP;3;ICP;3;2;0;262,835;;0;;262,835;;10,787;0;0;0;0;2,5998;NACIO;N;;;;;;;;
15046;D;BPEMINHTA3;COL17CB03MR8;0;A;06/04/2016;19/03/2003;02/04/2023;P;V;2551;COP;3;ICP;3;2;0;233,115;;0;;233,115;;13,055;0;0;0;0;4,7003;NACIO;N;;;;;;;;
15047;D;BPEMINHTA4;COL17CB03MS6;0;A;06/04/2016;19/03/2003;18/11/2030;P;V;5336;COP;3;ICP;4;2;0;248,473;;0;;248,473;;13,658;0;0;0;0;5,258;NACIO;N;;;;;;;;
15048;D;BPEMINHTA3;COL17CB03MT4;0;A;06/04/2016;19/03/2003;03/11/2022;P;V;2401;COP;3;ICP;3;2;0;234,648;;0;;234,648;;13,055;0;0;0;0;4,7003;NACIO;N;;;;;;;;
15049;D;BPEMINHTA4;COL17CB03MU2;0;A;06/04/2016;19/03/2003;08/02/2028;P;V;4323;COP;3;ICP;4;2;0;278,552;;0;;278,552;;12,885;0;0;0;0;4,5425;NACIO;N;;;;;;;;
15050;D;BPEMINHTA3;COL17CB03MV0;0;A;06/04/2016;19/03/2003;07/10/2028;P;V;4564;COP;3;ICP;3;2;0;209,104;;0;;209,104;;13,216;0;0;0;0;4,8491;NACIO;N;;;;;;;;
15051;D;BPEMINHTA3;COL17CB03MW8;0;A;06/04/2016;19/03/2003;02/09/2029;P;V;4894;COP;3;ICP;3;2;0;205,733;;0;;205,733;;13,216;0;0;0;0;4,8491;NACIO;N;;;;;;;;
15052;D;BPEMINHTA3;COL17CB03MX6;0;A;06/04/2016;19/03/2003;10/06/2019;P;V;1160;COP;3;ICP;3;2;0;254,342;;0;;254,342;;12,191;0;0;0;0;3,9002;NACIO;N;;;;;;;;
15053;D;BPEMINHTA4;COL17CB03MY4;0;A;06/04/2016;19/03/2003;21/06/2030;P;V;5186;COP;3;ICP;4;2;0;249,767;;0;;249,767;;13,658;0;0;0;0;5,258;NACIO;N;;;;;;;;
15054;D;BPEMINHTA4;COL17CB03MZ1;0;A;06/04/2016;19/03/2003;04/05/2025;P;V;3313;COP;3;ICP;4;2;0;287,712;;0;;287,712;;12,671;0;0;0;0;4,3442;NACIO;N;;;;;;;;
15055;D;BPEMINHTA4;COL17CB03N07;0;A;06/04/2016;19/03/2003;06/07/2022;P;V;2281;COP;3;ICP;4;2;0;284,356;;0;;284,356;;13,055;0;0;0;0;4,7003;NACIO;N;;;;;;;;
15056;D;BPEMINHTA4;COL17CB03N15;0;A;06/04/2016;19/03/2003;01/12/2025;P;V;3524;COP;3;ICP;4;2;0;287,08;;0;;287,08;;12,671;0;0;0;0;4,3442;NACIO;N;;;;;;;;
15057;D;BPEMINHTA4;COL17CB03N23;0;A;06/04/2016;19/03/2003;10/10/2026;P;V;3837;COP;3;ICP;4;2;0;284,645;;0;;284,645;;12,731;0;0;0;0;4,3996;NACIO;N;;;;;;;;
15058;D;BPEMINHTA4;COL17CB03N31;0;A;06/04/2016;19/03/2003;12/04/2031;P;V;5481;COP;3;ICP;4;2;0;247,328;;0;;247,328;;13,658;0;0;0;0;5,258;NACIO;N;;;;;;;;
15059;D;BPEMINHTA4;COL17CB03N49;0;A;06/04/2016;19/03/2003;27/06/2025;P;V;3367;COP;3;ICP;4;2;0;287,558;;0;;287,558;;12,671;0;0;0;0;4,3442;NACIO;N;;;;;;;;
15060;D;BPEMINHTA4;COL17CB03N56;0;A;06/04/2016;19/03/2003;13/04/2031;P;V;5482;COP;3;ICP;4;2;0;247,32;;0;;247,32;;13,658;0;0;0;0;5,258;NACIO;N;;;;;;;;
15061;D;BPEMINHTA4;COL17CB03N72;0;A;06/04/2016;19/03/2003;16/12/2017;P;V;619;COP;3;ICP;4;2;0;302,602;;0;;302,602;;10,982;0;0;0;0;2,7802;NACIO;N;;;;;;;;
15062;D;BPEMINHTA4;COL17CB03N80;0;A;06/04/2016;19/03/2003;05/11/2017;P;V;578;COP;3;ICP;4;2;0;302,202;;0;;302,202;;10,982;0;0;0;0;2,7802;NACIO;N;;;;;;;;
15063;D;BPEMINHTA4;COL17CB03N98;0;A;06/04/2016;19/03/2003;11/08/2019;P;V;1222;COP;3;ICP;4;2;0;297,526;;0;;297,526;;12,191;0;0;0;0;3,9002;NACIO;N;;;;;;;;
15064;D;BPEMINHTA4;COL17CB03NA2;0;A;06/04/2016;19/03/2003;25/04/2016;P;V;19;COP;3;ICP;4;2;0;296,975;;0;;296,975;;10,681;0;0;0;0;2,5018;NACIO;N;;;;;;;;
15065;D;BPEMINHTA4;COL17CB03NB0;0;A;06/04/2016;19/03/2003;30/08/2021;P;V;1971;COP;3;ICP;4;2;0;290,647;;0;;290,647;;12,715;0;0;0;0;4,3848;NACIO;N;;;;;;;;
15066;D;BPEMINHTA4;COL17CB03NC8;0;A;06/04/2016;19/03/2003;15/06/2023;P;V;2625;COP;3;ICP;4;2;0;280,563;;0;;280,563;;13,165;0;0;0;0;4,8017;NACIO;N;;;;;;;;
15067;D;BPEMINHTA4;COL17CB03ND6;0;A;06/04/2016;19/03/2003;20/03/2024;P;V;2903;COP;3;ICP;4;2;0;278,939;;0;;278,939;;13,165;0;0;0;0;4,8017;NACIO;N;;;;;;;;
15068;D;BPEMINHTA3;COL17CB03NE4;0;A;06/04/2016;19/03/2003;25/05/2024;P;V;2969;COP;3;ICP;3;2;0;239,908;;0;;239,908;;12,396;0;0;0;0;4,0901;NACIO;N;;;;;;;;
15069;D;BPEMINHTA4;COL17CB03NF1;0;A;06/04/2016;19/03/2003;13/01/2025;P;V;3202;COP;3;ICP;4;2;0;294,127;;0;;294,127;;12,396;0;0;0;0;4,0901;NACIO;N;;;;;;;;
15070;D;BPEMINHTA4;COL17CB03NG9;0;A;06/04/2016;19/03/2003;16/04/2026;P;V;3660;COP;3;ICP;4;2;0;285,247;;0;;285,247;;12,731;0;0;0;0;4,3996;NACIO;N;;;;;;;;
15071;D;BPEMINHTA3;COL17CB03NI5;0;A;06/04/2016;19/03/2003;22/11/2019;P;V;1325;COP;3;ICP;3;2;0;253,29;;0;;253,29;;12,191;0;0;0;0;3,9002;NACIO;N;;;;;;;;
15072;D;BPEMINHTA4;COL17CB03NK1;0;A;06/04/2016;19/03/2003;27/05/2025;P;V;3336;COP;3;ICP;4;2;0;287,624;;0;;287,624;;12,671;0;0;0;0;4,3442;NACIO;N;;;;;;;;
15073;D;BPEMINHTA3;COL17CB03NL9;0;A;06/04/2016;19/03/2003;16/08/2026;P;V;3782;COP;3;ICP;3;2;0;227,159;;0;;227,159;;12,731;0;0;0;0;4,3996;NACIO;N;;;;;;;;
15074;D;BPEMINHTA4;COL17CB03NM7;0;A;06/04/2016;19/03/2003;27/10/2024;P;V;3124;COP;3;ICP;4;2;0;294,219;;0;;294,219;;12,396;0;0;0;0;4,0901;NACIO;N;;;;;;;;
15075;D;BPEMINHTA3;COL17CB03NN5;0;A;06/04/2016;19/03/2003;16/11/2016;P;V;224;COP;3;ICP;3;2;0;262,701;;0;;262,701;;10,399;0;0;0;0;2,2407;NACIO;N;;;;;;;;
15076;D;BPEMINHTA4;COL17CB03NO3;0;A;06/04/2016;19/03/2003;24/02/2017;P;V;324;COP;3;ICP;4;2;0;300,693;;0;;300,693;;10,626;0;0;0;0;2,4504;NACIO;N;;;;;;;;
15077;D;BPEMINHTA4;COL17CB03NP0;0;A;06/04/2016;19/03/2003;26/06/2017;P;V;446;COP;3;ICP;4;2;0;301,653;;0;;301,653;;10,787;0;0;0;0;2,5998;NACIO;N;;;;;;;;
15078;D;BPEMINHTA4;COL17CB03NQ8;0;A;06/04/2016;19/03/2003;14/09/2019;P;V;1256;COP;3;ICP;4;2;0;297,538;;0;;297,538;;12,191;0;0;0;0;3,9002;NACIO;N;;;;;;;;
15079;D;BPEMINHTA4;COL17CB03NR6;0;A;06/04/2016;19/03/2003;10/04/2021;P;V;1829;COP;3;ICP;4;2;0;291,144;;0;;291,144;;12,715;0;0;0;0;4,3848;NACIO;N;;;;;;;;
15080;D;BPEMINHTA4;COL17CB03NS4;0;A;06/04/2016;19/03/2003;26/01/2020;P;V;1390;COP;3;ICP;4;2;0;297,564;;0;;297,564;;12,191;0;0;0;0;3,9002;NACIO;N;;;;;;;;
15081;D;BPEMINHTA3;COL17CB03NT2;0;A;06/04/2016;19/03/2003;18/01/2020;P;V;1382;COP;3;ICP;3;2;0;252,899;;0;;252,899;;12,191;0;0;0;0;3,9002;NACIO;N;;;;;;;;
15082;D;BPEMINHTA4;COL17CB03NU0;0;A;06/04/2016;19/03/2003;17/09/2019;P;V;1259;COP;3;ICP;4;2;0;297,543;;0;;297,543;;12,191;0;0;0;0;3,9002;NACIO;N;;;;;;;;
15083;D;BPEMINHTA4;COL17CB03NV8;0;A;06/04/2016;19/03/2003;15/01/2020;P;V;1379;COP;3;ICP;4;2;0;297,571;;0;;297,571;;12,191;0;0;0;0;3,9002;NACIO;N;;;;;;;;
15084;D;BPEMINHTA3;COL17CB03NW6;0;A;06/04/2016;19/03/2003;20/06/2023;P;V;2630;COP;3;ICP;3;2;0;230,675;;0;;230,675;;13,165;0;0;0;0;4,8017;NACIO;N;;;;;;;;
15085;D;BPEMINHTA4;COL17CB03NX4;0;A;06/04/2016;19/03/2003;10/11/2023;P;V;2773;COP;3;ICP;4;2;0;279,618;;0;;279,618;;13,165;0;0;0;0;4,8017;NACIO;N;;;;;;;;
15086;D;BPEMINHTA3;COL17CB03NY2;0;A;06/04/2016;19/03/2003;01/12/2024;P;V;3159;COP;3;ICP;3;2;0;238,549;;0;;238,549;;12,397;0;0;0;0;4,0901;NACIO;N;;;;;;;;
15087;D;BPEMINHTA3;COL17CB03NZ9;0;A;06/04/2016;19/03/2003;20/06/2025;P;V;3360;COP;3;ICP;3;2;0;231,931;;0;;231,931;;12,671;0;0;0;0;4,3442;NACIO;N;;;;;;;;
15088;D;BPEMINHTA4;COL17CB03O06;0;A;06/04/2016;19/03/2003;05/05/2028;P;V;4409;COP;3;ICP;4;2;0;268,661;;0;;268,661;;13,216;0;0;0;0;4,8491;NACIO;N;;;;;;;;
15089;D;BPEMINHTA4;COL17CB03O14;0;A;06/04/2016;19/03/2003;31/08/2028;P;V;4527;COP;3;ICP;4;2;0;267,874;;0;;267,874;;13,216;0;0;0;0;4,8491;NACIO;N;;;;;;;;
15090;D;BPEMINHTA3;COL17CB03O22;0;A;06/04/2016;19/03/2003;13/05/2030;P;V;5147;COP;3;ICP;3;2;0;192,386;;0;;192,386;;13,658;0;0;0;0;5,258;NACIO;N;;;;;;;;
15091;D;BPEMINHTA4;COL17CB03O30;0;A;06/04/2016;19/03/2003;05/10/2030;P;V;5292;COP;3;ICP;4;2;0;248,849;;0;;248,849;;13,658;0;0;0;0;5,258;NACIO;N;;;;;;;;
15092;D;BPEMINHTA4;COL17CB03O48;0;A;06/04/2016;19/03/2003;17/08/2031;P;V;5608;COP;3;ICP;4;2;0;246,242;;0;;246,242;;13,658;0;0;0;0;5,258;NACIO;N;;;;;;;;
15093;D;BPEMINHTA3;COL17CB03O55;0;A;06/04/2016;19/03/2003;26/06/2033;P;V;6286;COP;3;ICP;3;2;0;168,137;;0;;168,137;;14,099;0;0;0;0;5,6668;NACIO;N;;;;;;;;
15094;D;BPEMINHTA4;COL17CB03O63;0;A;06/04/2016;19/03/2003;25/06/2034;P;V;6650;COP;3;ICP;4;2;0;206,627;;0;;206,627;;14,541;0;0;0;0;6,0757;NACIO;N;;;;;;;;
15095;D;BPEMINHTA4;COL17CB03O71;0;A;06/04/2016;19/03/2003;02/03/2020;P;V;1425;COP;3;ICP;4;2;0;297,763;;0;;297,763;;12,191;0;0;0;0;3,9002;NACIO;N;;;;;;;;
15096;D;BPEMINHTA4;COL17CB03O89;0;A;06/04/2016;19/03/2003;15/09/2029;P;V;4907;COP;3;ICP;4;2;0;265,594;;0;;265,594;;13,216;0;0;0;0;4,8491;NACIO;N;;;;;;;;
15097;D;BPEMINHTA4;COL17CB03O97;0;A;06/04/2016;19/03/2003;12/10/2030;P;V;5299;COP;3;ICP;4;2;0;248,784;;0;;248,784;;13,658;0;0;0;0;5,258;NACIO;N;;;;;;;;
15098;D;BPEMINHTA3;COL17CB03OA0;0;A;06/04/2016;19/03/2003;07/05/2023;P;V;2586;COP;3;ICP;3;2;0;231,169;;0;;231,169;;13,165;0;0;0;0;4,8017;NACIO;N;;;;;;;;
15099;D;BPEMINHTA4;COL17CB03OB8;0;A;06/04/2016;19/03/2003;12/07/2028;P;V;4477;COP;3;ICP;4;2;0;268,232;;0;;268,232;;13,216;0;0;0;0;4,8491;NACIO;N;;;;;;;;
15100;D;BPEMINHTA3;COL17CB03OI3;0;A;06/04/2016;19/03/2003;25/04/2016;P;V;19;COP;3;ICP;3;2;0;261,66;;0;;261,66;;10,682;0;0;0;0;2,5018;NACIO;N;;;;;;;;
15101;D;BPEMINHTA4;COL17CB03OJ1;0;A;06/04/2016;19/03/2003;03/02/2017;P;V;303;COP;3;ICP;4;2;0;300,321;;0;;300,321;;10,626;0;0;0;0;2,4504;NACIO;N;;;;;;;;
15102;D;BPEMINHTA4;COL17CB03OK9;0;A;06/04/2016;19/03/2003;22/12/2018;P;V;990;COP;3;ICP;4;2;0;305,049;;0;;305,049;;11,137;0;0;0;0;2,9236;NACIO;N;;;;;;;;
15103;D;BPEMINHTA4;COL17CB03OL7;0;A;06/04/2016;19/03/2003;24/01/2018;P;V;658;COP;3;ICP;4;2;0;302,932;;0;;302,932;;10,982;0;0;0;0;2,7802;NACIO;N;;;;;;;;
15104;D;BPEMINHTA4;COL17CB03OM5;0;A;06/04/2016;19/03/2003;05/11/2018;P;V;943;COP;3;ICP;4;2;0;304,65;;0;;304,65;;11,137;0;0;0;0;2,9236;NACIO;N;;;;;;;;
15105;D;BPEMINHTA4;COL17CB03ON3;0;A;06/04/2016;19/03/2003;20/09/2021;P;V;1992;COP;3;ICP;4;2;0;290,6;;0;;290,6;;12,715;0;0;0;0;4,3848;NACIO;N;;;;;;;;
15106;D;BPEMINHTA3;COL17CB03OO1;0;A;06/04/2016;19/03/2003;13/12/2019;P;V;1346;COP;3;ICP;3;2;0;253,155;;0;;253,155;;12,191;0;0;0;0;3,9002;NACIO;N;;;;;;;;
15107;D;BPEMINHTA3;COL17CB03OP8;0;A;06/04/2016;19/03/2003;26/12/2024;P;V;3184;COP;3;ICP;3;2;0;238,352;;0;;238,352;;12,397;0;0;0;0;4,0901;NACIO;N;;;;;;;;
15108;D;BPEMINHTA4;COL17CB03OQ6;0;A;06/04/2016;19/03/2003;21/08/2025;P;V;3422;COP;3;ICP;4;2;0;287,354;;0;;287,354;;12,671;0;0;0;0;4,3442;NACIO;N;;;;;;;;
15109;D;BPEMINHTA3;COL17CB03OR4;0;A;06/04/2016;19/03/2003;10/07/2019;P;V;1190;COP;3;ICP;3;2;0;254,163;;0;;254,163;;12,191;0;0;0;0;3,9002;NACIO;N;;;;;;;;
15110;D;BPEMINHTA3;COL17CB03OS2;0;A;06/04/2016;19/03/2003;04/07/2020;P;V;1549;COP;3;ICP;3;2;0;248,775;;0;;248,775;;12,532;0;0;0;0;4,2153;NACIO;N;;;;;;;;
15111;D;BPEMINHTA4;COL17CB03OT0;0;A;06/04/2016;19/03/2003;26/09/2025;P;V;3458;COP;3;ICP;4;2;0;287,266;;0;;287,266;;12,671;0;0;0;0;4,3442;NACIO;N;;;;;;;;
15112;D;BPEMINHTA3;COL17CB03OU8;0;A;06/04/2016;19/03/2003;20/12/2030;P;V;5368;COP;3;ICP;3;2;0;189,814;;0;;189,814;;13,658;0;0;0;0;5,258;NACIO;N;;;;;;;;
15113;D;BPEMINHTA3;COL17CB03OV6;0;A;06/04/2016;19/03/2003;15/04/2023;P;V;2564;COP;3;ICP;3;2;0;231,409;;0;;231,409;;13,165;0;0;0;0;4,8017;NACIO;N;;;;;;;;
15114;D;BPEMINHTA3;COL17CB03OW4;0;A;06/04/2016;19/03/2003;16/08/2025;P;V;3417;COP;3;ICP;3;2;0;231,421;;0;;231,421;;12,671;0;0;0;0;4,3442;NACIO;N;;;;;;;;
15115;D;BPEMINHTA4;COL17CB03OX2;0;A;06/04/2016;19/03/2003;13/05/2018;P;V;767;COP;3;ICP;4;2;0;303,22;;0;;303,22;;11,137;0;0;0;0;2,9236;NACIO;N;;;;;;;;
15116;D;BPEMINHTA4;COL17CB03OY0;0;A;06/04/2016;19/03/2003;11/09/2026;P;V;3808;COP;3;ICP;4;2;0;284,73;;0;;284,73;;12,731;0;0;0;0;4,3996;NACIO;N;;;;;;;;
15117;D;BPEMINHTA3;COL17CB03OZ7;0;A;06/04/2016;19/03/2003;15/08/2020;P;V;1591;COP;3;ICP;3;2;0;248,395;;0;;248,395;;12,532;0;0;0;0;4,2153;NACIO;N;;;;;;;;
15118;D;BPEMINHTA3;COL17CB03P05;0;A;06/04/2016;19/03/2003;23/10/2021;P;V;2025;COP;3;ICP;3;2;0;242,705;;0;;242,705;;12,715;0;0;0;0;4,3848;NACIO;N;;;;;;;;
