ID;TIPO DE ACTIVO;VINCULADO;TIPO TITULO;EMISOR;NIT;TIPO DE INVERSION ;TIEPO REGISTRO;SISTEMA TRANSACCIONAL;TIPO MONEDA;TIPO SECTOR;CALIFICACION;DIAS AL VTO;DURACION ;VPN;NEMO;ISIN;
104;;;;;;;;;;;;;;971300,9;NA;;
104;;;;;;;;;;;;;;9429315,65;NA;;
104;;;;;;;;;;;;;;9429315,65;NA;;
104;;;;;;;;;;;;;;2733717,88;NA;;
104;;;;;;;;;;;;;;485509,58;NA;;
104;;;;;;;;;;;;;;404591,39;NA;;
104;;;;;;;;;;;;;;10371091,11;NA;;
104;;;;;;;;;;;;;;2590636,31;NA;;
104;;;;;;;;;;;;;;481570,53;NA;;
104;;;;;;;;;;;;;;1303535,76;NA;;
104;;;;;;;;;;;;;;6311937,85;NA;;
104;;;;;;;;;;;;;;2840372,04;NA;;
104;;;;;;;;;;;;;;3667562,29;NA;;
104;;;;;;;;;;;;;;1061368,35;NA;;
104;;;;;;;;;;;;;;3537587,46;NA;;
104;;;;;;;;;;;;;;3174342,88;NA;;
104;;;;;;;;;;;;;;1730988,45;NA;;
104;;;;;;;;;;;;;;742848,28;NA;;
104;;;;;;;;;;;;;;1485696,51;NA;;
104;;;;;;;;;;;;;;5332896,05;NA;;
104;;;;;;;;;;;;;;3342817,16;NA;;
104;;;;;;;;;;;;;;1299984,48;NA;;
104;;;;;;;;;;;;;;2539474,31;NA;;
104;;;;;;;;;;;;;;952302,91;NA;;
104;;;;;;;;;;;;;;5459869,76;NA;;
104;;;;;;;;;;;;;;4444080,04;NA;;
104;;;;;;;;;;;;;;4126645,75;NA;;
104;;;;;;;;;;;;;;2856908,6;NA;;
104;;;;;;;;;;;;;;109346,81;NA;;
104;;;;;;;;;;;;;;109346,81;NA;;
104;;;;;;;;;;;;;;109346,81;NA;;
104;;;;;;;;;;;;;;8301015,53;NA;;
104;;;;;;;;;;;;;;15672820,02;NA;;
104;;;;;;;;;;;;;;761925,61;NA;;
104;;;;;;;;;;;;;;640145,12;NA;;
104;;;;;;;;;;;;;;215363,87;NA;;
104;;;;;;;;;;;;;;215363,87;NA;;
104;;;;;;;;;;;;;;215363,87;NA;;
104;;;;;;;;;;;;;;215363,87;NA;;
104;;;;;;;;;;;;;;215363,87;NA;;
104;;;;;;;;;;;;;;215363,87;NA;;
104;;;;;;;;;;;;;;215363,87;NA;;
104;;;;;;;;;;;;;;215363,87;NA;;
104;;;;;;;;;;;;;;215363,87;NA;;
104;;;;;;;;;;;;;;215363,87;NA;;
104;;;;;;;;;;;;;;215363,87;NA;;
104;;;;;;;;;;;;;;215363,87;NA;;
104;;;;;;;;;;;;;;215363,87;NA;;
104;;;;;;;;;;;;;;215363,87;NA;;
104;;;;;;;;;;;;;;215363,87;NA;;
104;;;;;;;;;;;;;;215363,87;NA;;
104;;;;;;;;;;;;;;215363,87;NA;;
104;;;;;;;;;;;;;;215363,87;NA;;
104;;;;;;;;;;;;;;215363,87;NA;;
104;;;;;;;;;;;;;;215363,87;NA;;
104;;;;;;;;;;;;;;215363,87;NA;;
104;;;;;;;;;;;;;;215363,87;NA;;
104;;;;;;;;;;;;;;215363,87;NA;;
104;;;;;;;;;;;;;;215363,87;NA;;
104;;;;;;;;;;;;;;215363,87;NA;;
104;;;;;;;;;;;;;;215363,87;NA;;
104;;;;;;;;;;;;;;1011690000;CDTGMA15;COJ26CD30815;
104;;;;;;;;;;;;;;505130000;CDTDVI95;COB51CD80963;
104;;;;;;;;;;;;;;1017210000;BIVC01141B18;COB64CB00018;
104;;;;;;;;;;;;;;618388456,3;TDAINTA;COT19CB14585;
