COD;TIPO ACTIVO;VINCULADO O NO;TIPÒ TITULO;EMISOR;NIT;TIPO INVERSION;TIPO REGISTRO;SISTEMA TRANSACCIONAL;TIPO MONEDA;TIPO SECTOR;CALIFICACION;DIAS AL VTO;DURACIÓN ;VPN
9031508;1;2;16;Bbva Colombia S.A.;8600030201;2;1;1;1;2;4;47;0;69882120,00
9031508;1;2;16;Bbva Colombia S.A.;8600030201;2;1;1;1;2;4;218;0;456613911,21
9031508;1;2;16;Banco De Comercio Ext. De Colombia S.A. Bancoldex;8001499236;2;1;1;1;2;4;57;0;30110100,00
9031508;1;2;16;Banco Finandina S.A.;8600518946;2;1;1;1;2;6;261;0;501140000,00
9031508;1;2;16;Bancolombia S.A.;8909039388;2;1;1;1;2;4;19;0;14091220,00
9031508;1;2;16;Banco Itaú S.A;8909039370;2;1;1;1;2;6;53;0;34041300,00
9031508;1;2;16;Banco Itaú S.A;8909039370;2;1;1;1;2;6;68;0;33929100,00
9031508;1;2;16;Bancolombia S.A.;8909039388;2;1;1;1;2;4;26;0;18191941,80
9031508;1;2;16;Bancolombia S.A.;8909039388;2;1;1;1;2;4;7;0;21095800,00
9031508;1;2;16;Bancolombia S.A.;8909039388;2;1;1;1;2;4;44;0;23972670,00
9031508;1;2;16;Bancolombia S.A.;8909039388;2;1;1;1;2;4;72;0;10404600,00
9031508;1;2;16;Bancolombia S.A.;8909039388;2;1;1;1;2;4;7;0;16876640,00
9031508;1;2;16;Bancolombia S.A.;8909039388;2;1;1;1;2;4;70;0;12933000,00
9031508;1;2;16;Bancolombia S.A.;8909039388;2;1;1;1;2;4;31;0;32692800,00
9031508;1;2;16;Bancolombia S.A.;8909039388;2;1;1;1;2;4;50;0;11114600,00
9031508;1;2;16;Bancolombia S.A.;8909039388;2;1;1;1;2;4;188;0;12534000,00
9031508;1;2;16;Bancolombia S.A.;8909039388;2;1;1;1;2;4;58;0;41477600,00
9031508;1;2;16;Bancolombia S.A.;8909039388;2;1;1;1;2;4;93;0;31373700,00
9031508;1;2;16;Bancolombia S.A.;8909039388;2;1;1;1;2;4;45;0;21928830,00
9031508;1;2;16;Bancolombia S.A.;8909039388;2;1;1;1;2;4;68;0;13225920,00
9031508;1;2;16;Banco Davivienda S.A.;8600343137;2;1;1;1;2;4;44;0;5430850,00
9031508;1;2;16;Bancolombia S.A.;8909039388;2;1;1;1;2;4;108;0;55467000,00
9031508;1;2;16;Bancolombia S.A.;8909039388;2;1;1;1;2;1;2482;0;504715000,00
9031508;1;2;16;Bbva Colombia S.A.;8600030201;2;1;1;1;2;1;2118;0;508420000,00
9031508;1;2;16;Bbva Colombia S.A.;8600030201;2;1;1;1;2;1;1760;0;508030000,00
9031508;1;2;16;Bbva Colombia S.A.;8600030201;2;1;1;1;2;1;1396;0;505300000,00
9031508;1;2;16;Banco Falabella S.A.;9000479818;2;1;1;1;2;6;111;0;6619260,00
9031508;1;2;16;Bancolombia S.A.;8909039388;2;1;1;1;2;4;83;0;10274400,00
9031508;1;2;16;Bancolombia S.A.;8909039388;2;1;1;1;2;4;148;0;13539822,75
9031508;1;2;16;Bancolombia S.A.;8909039388;2;1;1;1;2;4;203;0;15523800,00
9031508;1;2;16;Bancolombia S.A.;8909039388;2;1;1;1;2;4;49;0;13626378,91
9031508;1;2;16;Bbva Colombia S.A.;8600030201;2;1;1;1;2;4;372;0;17629170,00
9031508;1;2;16;Banco Davivienda S.A.;8600343137;2;1;1;1;2;1;678;0;510040000,00
9031508;1;2;16;Banco De Occidente S.A.;8903002794;2;1;1;1;2;4;199;0;503740000,00
9031508;1;2;16;Bancolombia S.A.;8909039388;2;1;1;1;2;4;114;0;16449150,00
9031508;1;2;16;Bbva Colombia S.A.;8600030201;2;1;1;1;2;1;434;0;457145000,00
9031508;1;2;16;Banco De Occidente S.A.;8903002794;2;1;1;1;2;1;420;0;463650000,00
9031508;1;2;16;Bancolombia S.A.;8909039388;2;1;1;1;2;4;29;0;33310764,00
9031508;1;2;16;Banco Colpatria Multibanca Colpatria S.A.;8600345941;2;1;1;1;2;1;391;0;464080000,00
9031508;1;2;16;Banco Colpatria Multibanca Colpatria S.A.;8600345941;2;1;1;1;2;1;523;0;489510000,00
9031508;1;2;16;Bancolombia S.A.;8909039388;2;1;1;1;2;1;1970;0;473720000,00
9031508;1;2;16;Bancolombia S.A.;8909039388;2;1;1;1;2;4;38;0;22131800,00
9031508;2;1;0;Banco Popular S.A.;8600077389;0;0;0;0;0;0;0;0;1575092671,26
9031508;2;2;0;Banco De Bogota S.A.;8600029644;0;0;0;0;0;0;0;0;110189315,27
9031508;2;2;0;Bancolombia S.A.;8909039388;0;0;0;0;0;0;0;0;1507844,66
9031508;2;2;0;Banco De Occidente S.A.;8903002794;0;0;0;0;0;0;0;0;2108300485,74
9031508;2;2;0;Banco Davivienda S.A.;8600343137;0;0;0;0;0;0;0;0;859934890,82
9031508;2;2;0;Banco Gnb Sudameris S.A.;8600507501;0;0;0;0;0;0;0;0;2076525787,19
9031508;2;2;0;Citibank Colombia S.A.;8600511354;0;0;0;0;0;0;0;0;8184098,83
