COD;TIPO ACTIVO;VINCULADO O NO;TIPÒ TITULO;EMISOR;NIT;TIPO INVERSION;TIPO REGISTRO;SISTEMA TRANSACCIONAL;TIPO MONEDA;TIPO SECTOR;CALIFICACION;DIAS AL VTO;DURACIÓN ;VPN
9011356;2;2;0;Banco De Occidente S.A.;8903002794;0;0;0;0;0;0;0;0;92656529559,37
9011356;2;2;0;Banco Gnb Sudameris S.A.;8600507501;0;0;0;0;0;0;0;0;1493457088,40
9011356;2;1;0;Banco Popular S.A.;8600077389;0;0;0;0;0;0;0;0;60420832285,28
9011356;2;2;0;Banco Itaú S.A;8909039370;0;0;0;0;0;0;0;0;6965358,96
9011356;2;2;0;Bancolombia S.A.;8909039388;0;0;0;0;0;0;0;0;1713996686,65
9011356;2;2;0;Banco De Comercio Ext. De Colombia S.A. Bancoldex;8001499236;0;0;0;0;0;0;0;0;186018861,43
9011356;2;2;0;Banco Falabella S.A.;9000479818;0;0;0;0;0;0;0;0;153470576,17
9011356;2;2;0;Citibank Colombia S.A.;8600511354;0;0;0;0;0;0;0;0;101192533,05
9011356;2;2;0;Banco Itaú S.A;8909039370;0;0;0;0;0;0;0;0;1481348317,50
9011356;2;2;0;Banco Santander De Negocios Colombia S.A.;9006281103;0;0;0;0;0;0;0;0;23201220613,29
9031508;1;2;16;Corporacion Financiera Colombiana S.A.;8903006536;2;1;1;1;2;4;161;0;502110000,00
9031508;1;2;16;Corporacion Financiera Colombiana S.A.;8903006536;2;1;1;1;2;4;251;0;498755000,00
9031508;1;2;3;Bancolombia S.A.;8909039388;2;1;1;1;2;1;1076;0;282003000,00
9031508;1;2;16;Banco Davivienda S.A.;8600343137;2;1;1;1;2;4;44;0;512515000,00
9031508;1;2;10;Ministerio De Hacienda Y Credito Publico;8999990902;2;1;1;1;4;9;782;0;485670000,00
9031508;1;2;16;Banco Gnb Sudameris S.A.;8600507501;2;1;1;1;2;4;344;0;496425000,00
9031508;1;2;16;Bancolombia S.A.;8909039388;2;1;1;1;2;4;19;0;10927897,20
9031508;1;2;16;Banco Davivienda S.A.;8600343137;2;1;1;1;2;4;7;0;211852000,00
9031508;1;2;16;Bancolombia S.A.;8909039388;2;1;1;1;2;4;145;0;19731060,00
9031508;1;2;16;Bancolombia S.A.;8909039388;2;1;1;1;2;4;7;0;15108900,00
9031508;1;2;16;Bancolombia S.A.;8909039388;2;1;1;1;2;4;28;0;16750200,00
