COD;TIPO ACTIVO;VINCULADO AL FONDO;TIPO DE TÍTULO;Emisor;NIT10;TIPO INVERSIÓN ;TIPO REGISTRO;SISTEMA TRANSACCIONAL;TIPO MONEDA;TIPO SECTOR;CALIFICACIÓN;DÍAS AL VTO.;Duración;VPN
9011356;2;2;0;Banco Av Villas S.A.;8600358275;0;0;0;0;0;0;0;0;1734649018,51
9011356;2;2;0;Banco Caja Social;8600073354;0;0;0;0;0;0;0;0;1254036792,14
9011356;2;2;0;Banco Colpatria Multibanca Colpatria S.A.;8600345941;0;0;0;0;0;0;0;0;1690180552,19
9011356;2;2;0;Banco Davivienda S.A.;8600343137;0;0;0;0;0;0;0;0;1754404861,70
9011356;2;2;0;Banco De Bogota S.A.;8600029644;0;0;0;0;0;0;0;0;1694451697,67
9011356;2;2;0;Banco De Occidente S.A.;8903002794;0;0;0;0;0;0;0;0;126194520285,70
9011356;2;2;0;Banco Gnb Sudameris S.A.;8600507501;0;0;0;0;0;0;0;0;181275639624,48
9011356;2;1;0;Banco Popular S.A.;8600077389;0;0;0;0;0;0;0;0;115286144985,27
9011356;2;2;0;Banco Itaú S.A;8909039370;0;0;0;0;0;0;0;0;32799032,63
9011356;2;2;0;Bancolombia S.A.;8909039388;0;0;0;0;0;0;0;0;11869383976,12
9011356;2;2;0;Banco De Comercio Ext. De Colombia S.A. Bancoldex;8001499236;0;0;0;0;0;0;0;0;109560960,73
9011356;2;2;0;Citibank Colombia S.A.;8600511354;0;0;0;0;0;0;0;0;29946860,47
9011356;2;2;0;Banco Itaú S.A;8909039370;0;0;0;0;0;0;0;0;1484024019,46
9011356;2;2;0;Banco Santander De Negocios Colombia S.A.;9006281103;0;0;0;0;0;0;0;0;1664052975,92
9011356;2;2;0;Banco De La Republica;8600052167;0;0;0;0;0;0;0;0;90020117861,39
9011356;2;2;0;Mibanco - Banco de la Microempresa de Colombia S.A.;8600259715;0;0;0;0;0;0;0;0;14146797728,79
9031508;1;2;3;Bancolombia S.A.;8909039388;2;1;1;1;2;1;579;0;291669000,00
9031508;1;2;10;Ministerio De Hacienda Y Credito Publico;8999990902;2;1;1;1;4;9;285;0;497920000,00
9031508;1;2;16;Banco Colpatria Multibanca Colpatria S.A.;8600345941;2;1;1;1;2;6;26;0;511585000,00
9031508;1;2;16;Bancolombia S.A.;8909039388;2;1;1;1;2;1;1473;0;480815000,00
9031508;1;2;16;Bancolombia S.A.;8909039388;2;1;1;1;2;1;2927;0;550935000,00
9031508;1;2;16;Bancolombia S.A.;8909039388;2;1;1;1;2;1;3590;0;587655000,00
9031508;1;2;16;Banco Davivienda S.A.;8600343137;2;1;1;1;2;6;112;0;100881690,00
9031508;1;2;16;Banco De Occidente S.A.;8903002794;2;1;1;1;2;6;137;0;504775000,00
9031508;1;2;16;Banco De Bogota S.A.;8600029644;2;1;1;1;2;1;1089;0;521985000,00
9031508;1;2;16;Financiera De Desarrollo Territorial S.A. Findeter;8000963291;2;1;1;1;2;6;85;0;505620000,00
9031508;1;2;16;Banco De Bogota S.A.;8600029644;2;1;1;1;2;4;236;0;504935000,00
9031508;1;2;16;Bancolombia S.A.;8909039388;2;1;1;1;2;6;35;0;21842800,00
9031508;1;2;16;Banco Colpatria Multibanca Colpatria S.A.;8600345941;2;1;1;1;2;6;17;0;103621000,00
9031508;1;2;16;Banco Davivienda S.A.;8600343137;2;1;1;1;2;6;19;0;61557000,00
9031508;1;2;16;Bancolombia S.A.;8909039388;2;1;1;1;2;6;74;0;40253200,00
9031508;1;2;16;Banco Gnb Sudameris S.A.;8600507501;2;1;1;1;2;4;131;0;30443700,00
9031508;2;1;0;Banco Popular S.A.;8600077389;0;0;0;0;0;0;0;0;1512424612,84
9031508;2;2;0;Banco De Bogota S.A.;8600029644;0;0;0;0;0;0;0;0;30861503,74
9031508;2;2;0;Bancolombia S.A.;8909039388;0;0;0;0;0;0;0;0;167328940,79
9031508;2;2;0;Banco De Occidente S.A.;8903002794;0;0;0;0;0;0;0;0;2327510308,61
9031508;2;2;0;Banco Davivienda S.A.;8600343137;0;0;0;0;0;0;0;0;9157953,03
9031508;2;2;0;Banco Gnb Sudameris S.A.;8600507501;0;0;0;0;0;0;0;0;2072112778,05
9031508;2;2;0;Citibank Colombia S.A.;8600511354;0;0;0;0;0;0;0;0;8358380,26
9031508;2;2;0;Banco Coomeva S.A. Bancoomeva;9004061505;0;0;0;0;0;0;0;0;328517374,88
9031508;2;2;0;Banco De La Republica;8600052167;0;0;0;0;0;0;0;0;3000670595,38
9031508;2;2;0;Banco Wwb S.A.;9003782122;0;0;0;0;0;0;0;0;1273129111,40
