ID;TIPO ACTIVO;VINCULADO O NO;TIPO TITULO;EMISOR;NIT;TIPO INVERSION;TIPO REGISTRO;SISTEMA TRANSACCIONAL;TIPO MONEDA;TIPO SECTOR;CALIFICACION;DIAS AL VTO;DURACION;VPN
8508802;1;2;16;Financiera De Desarrollo Territorial S.A. Findeter;8000963291;2;1;1;1;2;1;365;0;1012400000,00
8508802;1;2;16;Financiera De Desarrollo Territorial S.A. Findeter;8000963291;2;1;1;1;2;1;253;0;1013960000,00
8508802;1;2;16;Financiera De Desarrollo Territorial S.A. Findeter;8000963291;2;1;1;1;2;1;434;0;2035580000,00
8508802;1;2;16;Financiera De Desarrollo Territorial S.A. Findeter;8000963291;2;1;1;1;2;1;365;0;1010120000,00
8508802;1;2;16;Financiera De Desarrollo Territorial S.A. Findeter;8000963291;2;1;1;1;2;1;65;0;1008280000,00
8508802;1;2;16;Financiera De Desarrollo Territorial S.A. Findeter;8000963291;2;1;1;1;2;1;60;0;2020060000,00
8508802;1;2;16;Banco Av Villas S.A.;8600358275;2;1;1;1;2;1;121;0;2041120000,00
8508802;1;2;16;Banco Av Villas S.A.;8600358275;2;1;1;1;2;1;597;0;2058020000,00
8508802;1;2;10;Ministerio De Hacienda Y Credito Publico;8999990902;2;1;1;1;4;9;552;0;917343000,00
8508802;1;2;10;Ministerio De Hacienda Y Credito Publico;8999990902;2;1;1;1;4;9;552;0;101927000,00
8508802;1;2;16;Bancolombia S.A.;8909039388;2;1;1;1;2;1;1;0;1028735307,00
8508802;1;2;16;Bancolombia S.A.;8909039388;2;1;1;1;2;1;1;0;502660954,00
8508802;1;2;16;Bbva Colombia S.A.;8600030201;2;1;1;1;2;1;1;0;1000095926,00
8508802;1;2;16;Banco Popular S.A.;8600077389;2;1;1;1;2;1;1;0;501958322,00
8508802;2;2;0;Banco De Bogota S.A.;8600029644;0;0;0;0;0;0;0;0;424512299.03
8508802;2;2;0;Banco De Occidente S.A.;8903002794;0;0;0;0;0;0;0;0;692474813.83
8508802;2;2;0;Banco De Occidente S.A.;8903002794;0;0;0;0;0;0;0;0;106288283.79
8508802;2;2;0;Banco De Occidente S.A.;8903002794;0;0;0;0;0;0;0;0;511559.76
8508802;2;2;0;Bancolombia S.A.;8909039388;0;0;0;0;0;0;0;0;4400709269.73
8508802;2;2;0;Bancolombia S.A.;8909039388;0;0;0;0;0;0;0;0;205970829.4
8508802;2;2;0;Bbva Colombia S.A.;8600030201;0;0;0;0;0;0;0;0;58043819.42
8508802;2;2;0;Banco Davivienda S.A.;8600343137;0;0;0;0;0;0;0;0;813685277.18
8508802;2;2;0;Banco Davivienda S.A.;8600343137;0;0;0;0;0;0;0;0;209765540.39
8508802;2;2;0;Banco Popular S.A.;8600077389;0;0;0;0;0;0;0;0;6446101283.26
8508802;2;2;0;Banco Popular S.A.;8600077389;0;0;0;0;0;0;0;0;60052029.37
8508802;2;2;0;Citibank Colombia S.A.;8600511354;0;0;0;0;0;0;0;0;4808846922.87
8508802;2;2;0;Citibank Colombia S.A.;8600511354;0;0;0;0;0;0;0;0;7894610.7
8508802;2;2;0;Banco Av Villas S.A.;8600358275;0;0;0;0;0;0;0;0;1853229204.96
8508802;2;2;0;Banco Av Villas S.A.;8600358275;0;0;0;0;0;0;0;0;628287450.76
8508802;2;1;0;Helm Bank;8600076603;0;0;0;0;0;0;0;0;6320099493.47
8508802;2;1;0;Helm Bank;8600076603;0;0;0;0;0;0;0;0;49772607.61
8508802;2;2;0;Banco Agrario De Colombia S.A;8000378008;0;0;0;0;0;0;0;0;308970667.01
8508802;2;2;0;Banco Colpatria Multibanca Colpatria S.A.;8600345941;0;0;0;0;0;0;0;0;459666671.31
8508802;2;2;0;Banco Colpatria Multibanca Colpatria S.A.;8600345941;0;0;0;0;0;0;0;0;125966117.89
8508802;2;1;0;Banco Corpbanca Colombia S.A;8909039370;0;0;0;0;0;0;0;0;612135212.27
8508802;2;1;0;Banco Corpbanca Colombia S.A;8909039370;0;0;0;0;0;0;0;0;36279330.2
