COD;TIPO ACTIVO;VINCULADO O NO;TIPÒ TITULO;EMISOR ;NIT;TIPO INVERSION;TIPO REGISTRO;SISTEMA TRANSACCIONAL;TIPO MONEDA;TIPO SECTOR;CALIFICACION;DIAS AL VTO;DURACIÓN;VPN
91011952;2;2;0;Banco Davivienda S.A.;8600343137;0;0;0;0;0;0;0;0;203807272863,69
91011952;2;2;0;Bancolombia S.A.;8909039388;0;0;0;0;0;0;0;0;1047995059,74
91011952;2;2;0;Banco Colpatria Multibanca Colpatria S.A.;8600345941;0;0;0;0;0;0;0;0;1198529663,63
91011952;2;2;0;Banco Caja Social;8600073354;0;0;0;0;0;0;0;0;10531030449,03
91011952;2;2;0;Banco Av Villas S.A.;8600358275;0;0;0;0;0;0;0;0;1002512868,26
91011952;2;2;0;Banco De Bogota S.A.;8600029644;0;0;0;0;0;0;0;0;28355498669,48
91011952;1;2;7;Ministerio De Hacienda Y Credito Publico;8999990902;2;1;1;1;4;9;307;0;18836200000,00
91011952;1;2;7;Ministerio De Hacienda Y Credito Publico;8999990902;2;1;1;1;4;9;307;0;9418100000,00
91011952;1;2;7;Ministerio De Hacienda Y Credito Publico;8999990902;2;1;1;1;4;9;124;0;9957800000,00
91011952;1;2;10;Ministerio De Hacienda Y Credito Publico;8999990902;2;1;1;1;4;9;846;0;500500000,00
91011952;1;2;10;Ministerio De Hacienda Y Credito Publico;8999990902;2;1;1;1;4;9;846;0;1001000000,00
91011952;1;2;10;Ministerio De Hacienda Y Credito Publico;8999990902;2;1;1;1;4;9;1119;0;19264000000,00
91011952;1;2;10;Ministerio De Hacienda Y Credito Publico;8999990902;2;1;1;1;4;9;1553;0;1742220000,00
91011952;1;2;10;Ministerio De Hacienda Y Credito Publico;8999990902;2;1;1;1;4;9;1553;0;8711100000,00
91011952;1;2;10;Ministerio De Hacienda Y Credito Publico;8999990902;2;1;1;1;4;9;1553;0;871110000,00
91011952;1;2;10;Ministerio De Hacienda Y Credito Publico;8999990902;2;1;1;1;4;9;846;0;500500000,00
91011952;1;2;10;Ministerio De Hacienda Y Credito Publico;8999990902;2;1;1;1;4;9;1553;0;8711100000,00
91011952;1;2;10;Ministerio De Hacienda Y Credito Publico;8999990902;2;1;1;1;4;9;1553;0;3135996000,00
91008742;1;2;3;Banco Davivienda S.A.;8600343137;2;1;1;1;2;18;1660;0;903170000,00
91008742;1;2;3;Banco Davivienda S.A.;8600343137;2;1;1;1;2;1;1660;0;903170000,00
91008742;1;2;3;Banco Davivienda S.A.;8600343137;2;1;1;1;2;1;930;0;2574960000,00
91008742;1;2;2;Interconexion Electrica S.A. E.S.P. Isa;8600166103;2;1;1;1;1;1;120;0;3748885000,00
91008742;1;2;3;Interconexion Electrica S.A. E.S.P. Isa;8600166103;2;1;1;1;1;1;259;0;6865110000,00
91008742;1;2;16;Corporacion Financiera Colombiana S.A.;8903006536;2;1;1;1;2;1;133;0;3013860000,00
91008742;1;2;16;Corporacion Financiera Colombiana S.A.;8903006536;2;1;1;1;2;1;132;0;7034790000,00
91008742;1;2;16;Corporacion Financiera Colombiana S.A.;8903006536;2;1;1;1;2;1;141;0;5026950000,00
91008742;1;2;16;Banco De Occidente S.A.;8903002794;2;1;1;1;2;1;411;0;2010580000,00
91008742;1;2;16;Banco De Occidente S.A.;8903002794;2;1;1;1;2;1;227;0;10086900000,00
91008742;1;2;16;Banco De Bogota S.A.;8600029644;2;1;1;1;2;1;141;0;502725000,00
91008742;1;2;16;Banco Santander De Negocios Colombia S.A.;9006281103;2;1;1;1;2;1;214;0;10113500000,00
91008742;1;2;16;Banco De Bogota S.A.;8600029644;2;1;1;1;2;1;165;0;5015200000,00
91008742;1;2;16;Bancolombia S.A.;8909039388;2;1;1;1;2;1;197;0;3034530000,00
91008742;1;2;16;Banco Colpatria Multibanca Colpatria S.A.;8600345941;2;1;1;1;2;1;259;0;5024700000,00
91008742;1;2;16;Banco De Occidente S.A.;8903002794;2;1;1;1;2;1;224;0;2019340000,00
91008742;1;2;16;Banco Av Villas S.A.;8600358275;2;1;1;1;2;1;402;0;5040550000,00
91008742;1;2;16;Banco De Bogota S.A.;8600029644;2;1;1;1;2;1;346;0;10032000000,00
91008742;1;2;16;Banco De Bogota S.A.;8600029644;2;1;1;1;2;1;475;0;10001700000,00
91008742;1;2;16;Banco De Comercio Ext. De Colombia S.A. Bancoldex;8001499236;2;1;1;1;2;1;291;0;5004350000,00
91008742;1;2;16;Banco Santander De Negocios Colombia S.A.;9006281103;2;1;1;1;2;1;275;0;12154920000,00
91008742;1;2;16;Banco De Occidente S.A.;8903002794;2;1;1;1;2;1;204;0;5116550000,00
91008742;1;2;16;Banco Popular S.A.;8600077389;2;1;1;1;2;1;219;0;5052200000,00
91008742;1;1;16;Bbva Colombia S.A.;8600030201;2;1;1;1;2;1;237;0;7226310000,00
91008742;1;2;16;Banco Av Villas S.A.;8600358275;2;1;1;1;2;1;279;0;5057250000,00
91008742;1;2;16;Banco De Occidente S.A.;8903002794;2;1;1;1;2;1;188;0;5091750000,00
91008742;1;2;16;Banco Davivienda S.A.;8600343137;2;1;1;1;2;1;351;0;10323400000,00
91008742;1;2;16;Banco Colpatria Multibanca Colpatria S.A.;8600345941;2;1;1;1;2;1;165;0;5022600000,00
91008742;1;2;16;Banco Popular S.A.;8600077389;2;1;1;1;2;1;194;0;5074250000,00
91008742;1;2;16;Banco De Bogota S.A.;8600029644;2;1;1;1;2;1;173;0;9222390000,00
91008742;1;2;16;Banco Gnb Sudameris S.A.;8600507501;2;1;1;1;2;11;285;0;5037750000,00
91008742;1;2;16;Banco De Occidente S.A.;8903002794;2;1;1;1;2;1;138;0;5014550000,00
91008742;1;2;16;Banco Popular S.A.;8600077389;2;1;1;1;2;1;352;0;5166000000,00
91008742;1;2;16;Banco Davivienda S.A.;8600343137;2;1;1;1;2;1;195;0;5071800000,00
91008742;1;2;16;Banco De Bogota S.A.;8600029644;2;1;1;1;2;1;356;0;5236250000,00
91008742;1;2;16;Banco De Bogota S.A.;8600029644;2;1;1;1;2;1;224;0;503455000,00
91008742;1;2;16;Banco De Bogota S.A.;8600029644;2;1;1;1;2;1;342;0;5027150000,00
91008742;1;2;16;Banco Gnb Sudameris S.A.;8600507501;2;1;1;1;2;11;223;0;10076100000,00
91008742;1;2;16;Banco Davivienda S.A.;8600343137;2;1;1;1;2;1;187;0;7127610000,00
91008742;1;2;16;Banco De Occidente S.A.;8903002794;2;1;1;1;2;1;188;0;5091750000,00
91008742;1;2;16;Banco Gnb Sudameris S.A.;8600507501;2;1;1;1;2;11;223;0;25190250000,00
91008742;1;2;16;Financiera De Desarrollo Territorial S.A. Findeter;8000963291;2;1;1;1;2;1;277;0;773617500,00
91008742;1;2;16;Financiera De Desarrollo Territorial S.A. Findeter;8000963291;2;1;1;1;2;1;345;0;5102350000,00
91008742;1;2;16;Financiera De Desarrollo Territorial S.A. Findeter;8000963291;2;1;1;1;2;1;268;0;1035330000,00
91008742;1;2;16;Financiera De Desarrollo Territorial S.A. Findeter;8000963291;2;1;1;1;2;1;351;0;5168000000,00
91008742;1;2;16;Financiera De Desarrollo Territorial S.A. Findeter;8000963291;2;1;1;1;2;1;208;0;5135150000,00
91008742;1;2;16;Financiera De Desarrollo Territorial S.A. Findeter;8000963291;2;1;1;1;2;1;351;0;2067200000,00
91008742;1;2;16;Financiera De Desarrollo Territorial S.A. Findeter;8000963291;2;1;1;1;2;1;351;0;5168000000,00
91008742;1;2;16;Financiera De Desarrollo Territorial S.A. Findeter;8000963291;2;1;1;1;2;1;285;0;6039540000,00
91008742;1;2;16;Banco Colpatria Multibanca Colpatria S.A.;8600345941;2;1;1;1;2;1;459;0;1956680000,00
