ID;TIPO ACTIVO;VINCULADO O NO;TIPO TITULOS;EMISOR;NIT;TIPO INVERSION;TIPO REGISTRO;SISTEMA TRANSACCIONAL;TIPO MONEDA;TIPO SECTOR;CALIFICACION;DIAS AL VTO;DURACIÓN;VPN
9645;2;2;0;Bbva Colombia S.A.;8600030201;0;0;0;0;0;0;0;0;425297375.19
9645;2;2;0;Banco De Occidente S.A.;8903002794;0;0;0;0;0;0;0;0;0
9645;2;2;0;Banco Av Villas S.A.;8600358275;0;0;0;0;0;0;0;0;879818.03
9645;2;2;0;Bbva Colombia S.A.;8600030201;0;0;0;0;0;0;0;0;4499845
9645;2;2;0;Banco De Bogota S.A.;8600029644;0;0;0;0;0;0;0;0;6590001.23
9645;2;2;0;Banco Colpatria Multibanca Colpatria S.A.;8600345941;0;0;0;0;0;0;0;0;3445938.01
9645;2;2;0;Bancolombia S.A.;8909039388;0;0;0;0;0;0;0;0;0
9645;2;2;0;Banco Av Villas S.A.;8600358275;0;0;0;0;0;0;0;0;275000
9645;2;2;0;Banco De Occidente S.A.;8903002794;0;0;0;0;0;0;0;0;9899571.22
9645;2;2;0;Bancolombia S.A.;8909039388;0;0;0;0;0;0;0;0;127998996.01
9645;2;2;0;Banco Caja Social;8600073354;0;0;0;0;0;0;0;0;4241094.1
13174;1;2;10;Ministerio De Hacienda Y Credito Publico;8999990902;2;1;1;1;2;9;12;0;997740000
13174;1;2;10;Ministerio De Hacienda Y Credito Publico;8999990902;2;1;1;1;2;9;12;0;498870000
13174;1;2;10;Ministerio De Hacienda Y Credito Publico;8999990902;2;1;1;1;2;9;285;0;2360450000
13174;1;2;10;Ministerio De Hacienda Y Credito Publico;8999990902;2;1;1;1;2;9;811;0;3506475000
13174;1;2;16;Financiera De Desarrollo Territorial S.A. Findeter;8000963291;2;1;1;1;2;1;532;0;510655000
13174;1;2;16;Financiera De Desarrollo Territorial S.A. Findeter;8000963291;2;1;1;1;2;1;167;0;1022310000
13174;1;2;16;Banco De Bogota S.A.;8600029644;2;1;1;1;2;1;167;0;511205000
13174;1;2;16;Bancolombia S.A.;8909039388;2;1;1;1;2;1;241;0;516055000
13174;1;2;16;Banco De Bogota S.A.;8600029644;2;1;1;1;2;1;2;0;3057780000
13174;1;2;16;Banco De Bogota S.A.;8600029644;2;1;1;1;2;1;155;0;2030600000
13174;1;2;16;Banco Davivienda S.A.;8600343137;2;1;1;1;2;1;22;0;1021100000
13174;1;2;16;Banco Popular S.A.;8600077389;2;1;1;1;2;1;45;0;1016850000
13174;1;2;16;Bancolombia S.A.;8909039388;2;1;1;1;2;1;258;0;3082410000
13174;1;2;16;Banco Davivienda S.A.;8600343137;2;1;1;1;2;1;288;0;1018410000
13174;1;2;16;Banco Gnb Sudameris S.A.;8600507501;2;1;1;1;2;1;47;0;2018820000
13174;1;2;16;Banco Gnb Sudameris S.A.;8600507501;2;1;1;1;2;1;78;0;3028740000
13174;1;2;16;Bbva Colombia S.A.;8600030201;2;1;1;1;2;1;236;0;2011380000
13174;1;2;16;Banco Popular S.A.;8600077389;2;1;1;1;2;1;80;0;1004460000
13174;1;2;16;Banco De Bogota S.A.;8600029644;2;1;1;1;2;1;134;0;3021870000
