fondo;TIPO ACTIVO;VINCULADO O NO;TIPÒ TITULO;EMISOR;NIT;TIPO INVERSION;TIPO REGISTRO;SISTEMA TRANSACCIONAL;TIPO MONEDA;TIPO SECTOR;CALIFICACION;DIAS AL VTO;duracion;VPN
9004786;1;2;16;Financiera De Desarrollo Territorial S.A. Findeter;8000963291;2;1;1;1;2;1;644; -   ;507505000
9004786;1;2;16;Bancolombia S.A.;8909039388;2;1;1;1;2;1;325; -   ;1010430000
9004786;1;2;16;Banco Pichincha S.A.;8902007567;2;1;1;1;2;11;339; -   ;3007410000
9004786;1;2;16;Banco De Bogota S.A.;8600029644;2;1;1;1;2;1;158; -   ;1008840000
9004786;1;2;16;Banco Av Villas S.A.;8600358275;2;1;1;1;2;1;49; -   ;6024300000
9004786;1;2;16;Bbva Colombia S.A.;8600030201;2;1;1;1;2;1;80; -   ;200930000
9004786;1;2;16;Gmac Financiera De Colombia S.A.;8600293968;2;1;1;1;2;1;244; -   ;1011900000
9004786;1;2;16;Banco Davivienda S.A.;8600343137;2;1;1;1;2;1;311; -   ;506945000
9004786;1;2;16;Bancolombia S.A.;8909039388;2;1;1;1;2;1;333; -   ;3531500000
9004786;1;2;16;Banco Popular S.A.;8600077389;2;1;1;1;2;1;157; -   ;3027090000
9004786;1;2;16;Banco Gnb Sudameris S.A.;8600507501;2;1;1;1;2;11;445; -   ;1005420000
9004786;1;2;16;Banco Corpbanca Colombia S.A;8909039370;2;1;1;1;2;11;921; -   ;994220000
9004786;1;2;16;Banco Davivienda S.A.;8600343137;2;1;1;1;2;1;557; -   ;2010620000
9004786;1;2;16;Banco De Bogota S.A.;8600029644;2;1;1;1;2;1;60; -   ;1002190000
9004786;1;2;16;Bancolombia S.A.;8909039388;2;1;1;1;2;1;72; -   ;503195000
9004786;1;2;16;Banco Av Villas S.A.;8600358275;2;1;1;1;2;1;26; -   ;2023140000
9004786;1;2;16;Bbva Colombia S.A.;8600030201;2;1;1;1;2;1;544; -   ;997950000
9004786;1;2;16;Bbva Colombia S.A.;8600030201;2;1;1;1;2;1;174; -   ;3026610000
9004786;1;2;16;Bbva Colombia S.A.;8600030201;2;1;1;1;2;1;130; -   ;2033080000
9004786;1;2;16;Banco Davivienda S.A.;8600343137;2;1;1;1;2;1;135; -   ;1008810000
9004786;1;2;16;Bbva Colombia S.A.;8600030201;2;1;1;1;2;1;509; -   ;3026610000
9004786;1;2;16;Banco Popular S.A.;8600077389;2;1;1;1;2;1;40; -   ;504940000
9004786;1;2;16;Bancolombia S.A.;8909039388;2;1;1;1;2;1;43; -   ;5131350000
9004786;1;2;16;Bancolombia S.A.;8909039388;2;1;1;1;2;1;2.911; -   ;2144180000
9004786;1;2;16;Bancolombia S.A.;8909039388;2;1;1;1;2;1;139; -   ;2017280000
9004786;1;2;16;Bancolombia S.A.;8909039388;2;1;1;1;2;1;624; -   ;2003840000
9004786;1;2;16;Banco De Bogota S.A.;8600029644;2;1;1;1;2;1;505; -   ;5030700000
9004786;1;2;16;Bancolombia S.A.;8909039388;2;1;1;1;2;1;638; -   ;999500000
9004786;1;2;10;Ministerio De Hacienda Y Credito Publico;8999990902;2;1;1;1;4;9;441; -   ;1037360000
