fondo;TIPO ACTIVO;VINCULADO O NO;TIPÒ TITULO;EMISOR;NIT;TIPO INVERSION;TIPO REGISTRO;SISTEMA TRANSACCIONAL;TIPO MONEDA;TIPO SECTOR;CALIFICACION;DIAS AL VTO;duracion;VPN
9004786;1;2;10;Ministerio De Hacienda Y Credito Publico;8999990902;2;1;1;1;4;9;97; -   ;493265000
9004786;1;2;10;Ministerio De Hacienda Y Credito Publico;8999990902;2;1;1;1;4;9;588; -   ;2606026370.79
9004786;1;2;10;Ministerio De Hacienda Y Credito Publico;8999990902;2;1;1;1;4;9;588; -   ;1954519778.09
9004786;1;2;10;Ministerio De Hacienda Y Credito Publico;8999990902;2;1;1;1;4;9;588; -   ;2606026370.79
9004786;2;2;0;Banco De Bogota S.A.;8600029644;0;0;0;0;0;0;1; -   ;1286794
9004786;2;2;0;Banco De Bogota S.A.;8600029644;0;0;0;0;0;0;1; -   ;18630869028.22
9004786;2;2;0;Banco De Bogota S.A.;8600029644;0;0;0;0;0;0;1; -   ;11446433.27
9004786;2;2;0;Banco Popular S.A.;8600077389;0;0;0;0;0;0;1; -   ;15541422.59
9004786;2;2;0;Banco Popular S.A.;8600077389;0;0;0;0;0;0;1; -   ;12050122717.08
9004786;2;2;0;Banco Popular S.A.;8600077389;0;0;0;0;0;0;1; -   ;500000
9004786;2;2;0;Bancolombia S.A.;8909039388;0;0;0;0;0;0;1; -   ;980604.68
9004786;2;2;0;Bancolombia S.A.;8909039388;0;0;0;0;0;0;1; -   ;256231095.63
9004786;2;2;0;Bancolombia S.A.;8909039388;0;0;0;0;0;0;1; -   ;12565625.9
9004786;2;2;0;Bancolombia S.A.;8909039388;0;0;0;0;0;0;1; -   ;1604571.15
9004786;2;2;0;Citibank Colombia S.A.;8600511354;0;0;0;0;0;0;1; -   ;352497.55
9004786;2;2;0;Citibank Colombia S.A.;8600511354;0;0;0;0;0;0; -   ; -   ;48527931.16
9004786;2;2;0;Banco Gnb Sudameris S.A.;8600507501;0;0;0;0;0;0; -   ; -   ;2181354.45
9004786;2;2;0;Banco Gnb Sudameris S.A.;8600507501;0;0;0;0;0;0; -   ; -   ;291106569.42
9004786;2;2;0;Banco Gnb Sudameris S.A.;8600507501;0;0;0;0;0;0; -   ; -   ;2155387300.01
9004786;2;2;0;Bbva Colombia S.A.;8600030201;0;0;0;0;0;0; -   ; -   ;800521214.05
9004786;2;2;0;Bbva Colombia S.A.;8600030201;0;0;0;0;0;0; -   ; -   ;8516761.19
9004786;2;2;0;Bbva Colombia S.A.;8600030201;0;0;0;0;0;0; -   ; -   ;177103.27
9004786;2;2;0;Helm Bank;8600076603;0;0;0;0;0;0; -   ; -   ;35606340
9004786;2;2;0;Helm Bank;8600076603;0;0;0;0;0;0; -   ; -   ;143249916.99
9004786;2;2;0;Banco Colpatria Multibanca Colpatria S.A.;8600345941;0;0;0;0;0;0; -   ; -   ;5624776.97
9004786;2;2;0;Banco Colpatria Multibanca Colpatria S.A.;8600345941;0;0;0;0;0;0; -   ; -   ;570529.52
9004786;2;2;0;Banco Colpatria Multibanca Colpatria S.A.;8600345941;0;0;0;0;0;0; -   ; -   ;52555703.99
9004786;2;2;0;Banco De Occidente S.A.;8903002794;0;0;0;0;0;0; -   ; -   ;48135371.29
9004786;2;2;0;Banco De Occidente S.A.;8903002794;0;0;0;0;0;0; -   ; -   ;48996334.28
9004786;2;2;0;Banco De Occidente S.A.;8903002794;0;0;0;0;0;0; -   ; -   ;596466
9004786;2;2;0;Banco De Occidente S.A.;8903002794;0;0;0;0;0;0; -   ; -   ;9031378.16
9004786;2;2;0;Banco De Occidente S.A.;8903002794;0;0;0;0;0;0; -   ; -   ;7309725
9004786;2;2;0;Banco De Occidente S.A.;8903002794;0;0;0;0;0;0; -   ; -   ;1309013908.99
9004786;2;2;0;Banco De Occidente S.A.;8903002794;0;0;0;0;0;0; -   ; -   ;1791764064.85
9004786;2;2;0;Banco De Occidente S.A.;8903002794;0;0;0;0;0;0; -   ; -   ;4124424.21
9004786;2;2;0;Banco De Occidente S.A.;8903002794;0;0;0;0;0;0; -   ; -   ;38544824.63
9004786;2;1;0;Banco Agrario De Colombia S.A;8000378008;0;0;0;0;0;0; -   ; -   ;10528158
9004786;2;1;0;Banco Agrario De Colombia S.A;8000378008;0;0;0;0;0;0; -   ; -   ;1029421
9004786;2;1;0;Banco Agrario De Colombia S.A;8000378008;0;0;0;0;0;0; -   ; -   ;6358471.7
9004786;2;1;0;Banco Agrario De Colombia S.A;8000378008;0;0;0;0;0;0; -   ; -   ;10422853.53
9004786;2;1;0;Banco Agrario De Colombia S.A;8000378008;0;0;0;0;0;0; -   ; -   ;5463225.38
9004786;2;1;0;Banco Agrario De Colombia S.A;8000378008;0;0;0;0;0;0; -   ; -   ;1534555159.39
9004786;2;1;0;Banco Agrario De Colombia S.A;8000378008;0;0;0;0;0;0; -   ; -   ;106414872.03
9004786;2;1;0;Banco Agrario De Colombia S.A;8000378008;0;0;0;0;0;0; -   ; -   ;14506115.28
9004786;2;1;0;Banco Agrario De Colombia S.A;8000378008;0;0;0;0;0;0; -   ; -   ;14840372.01
9004786;2;1;0;Banco Agrario De Colombia S.A;8000378008;0;0;0;0;0;0; -   ; -   ;1802
9004786;2;1;0;Banco Agrario De Colombia S.A;8000378008;0;0;0;0;0;0; -   ; -   ;55983673
9004786;2;2;0;Banco Davivienda S.A.;8600343137;0;0;0;0;0;0; -   ; -   ;1099326
9004786;2;2;0;Banco Davivienda S.A.;8600343137;0;0;0;0;0;0; -   ; -   ;787427795.2
9004786;2;2;0;Banco Davivienda S.A.;8600343137;0;0;0;0;0;0; -   ; -   ;1662770672.01
9004786;2;2;0;Banco Av Villas S.A.;8600358275;0;0;0;0;0;0; -   ; -   ;831425.6
9004786;2;2;0;Banco Av Villas S.A.;8600358275;0;0;0;0;0;0; -   ; -   ;90656707.92
9004786;2;2;0;Banco Av Villas S.A.;8600358275;0;0;0;0;0;0; -   ; -   ;3619062.3
9004786;2;2;0;Banco Colmena S.A.;8600387177;0;0;0;0;0;0; -   ; -   ;249025935.45
9004786;2;2;0;Banco Colmena S.A.;8600387177;0;0;0;0;0;0; -   ; -   ;595969.83
9004786;2;2;0;Banco Pichincha S.A.;8902007567;0;0;0;0;0;0; -   ; -   ;4766397.94
9004786;2;2;0;Banco Pichincha S.A.;8902007567;0;0;0;0;0;0; -   ; -   ;1213488.2
9004786;2;2;0;Banco Santander De Negocios Colombia S.A.;9006281103;0;0;0;0;0;0; -   ; -   ;7811830454.52
9004786;2;2;0;Corporacion Financiera Colombiana S.A.;8903006536;0;0;0;0;0;0; -   ; -   ;3.69
9004786;2;2;0;Fiduagraria Sebra - Fco;2001;0;0;0;0;0;0; -   ; -   ;1289336.49
