CÓDIGO CARTERA;TIPO ACTIVO;VINCULADO AL FONDO;TIPO DE TITULO;EMISOR;NIT;TIPO INVERSION ;TIPO REGISTRO;SISTEMA TRANSACCIONAL;TIPO MONEDA;TIPO SECTOR;CALIFICACION;DIAS AL VTO;DURACIÓN; VPN 
9011407;1;2;16;BANCO DE BOGOTA;860002964;2;1;4;1;2;4;321;260; 1.518.615.000,00 
9011407;1;2;16;BANCO DE BOGOTA;860002964;2;1;4;1;2;4;249;260; 1.511.685.000,00 
9011407;1;2;16;BANCO DE BOGOTA;860002964;2;1;4;1;2;4;129;897; 2.573.108.580,00 
9011407;1;2;16;BANCO DE BOGOTA;860002964;2;1;4;1;2;4;136;346; 1.155.933.555,00 
9011407;1;2;16;BANCO DE BOGOTA;860002964;2;1;4;1;2;4;279;139; 2.031.480.000,00 
9011407;1;2;16;BANCOLDEX;800149923;2;1;4;1;2;6;73;453; 3.012.570.000,00 
9011407;1;2;16;BANCOLDEX;800149923;2;1;4;1;2;6;91;343; 1.015.780.000,00 
9011407;1;2;16;BANCOLOMBIA S.A;890903938;2;1;4;1;2;4;70;1147; 1.004.910.000,00 
9011407;1;2;16;BANCOLOMBIA S.A;890903938;2;1;4;1;2;4;70;1077; 2.009.820.000,00 
9011407;1;2;16;FIN. DESA TERRI;800096329;2;1;4;1;2;6;69;1078; 1.005.040.000,00 
9011407;1;2;16;FIN. DESA TERRI;800096329;2;1;4;1;2;6;228;2815; 4.041.840.000,00 
9011407;1;2;16;BANCO AV VILLAS;860035827;2;1;4;1;2;4;294;510; 2.023.900.000,00 
9011407;1;2;16;BANCO AV VILLAS;860035827;2;1;4;1;2;4;325;609; 1.006.800.000,00 
9011407;1;2;16;BANCO AV VILLAS;860035827;2;1;4;1;2;4;262;968; 1.508.220.000,00 
9011407;1;2;16;BANCOLOMBIA S.A;890903938;2;1;4;1;2;1;437;1029; 1.011.320.000,00 
9011407;1;2;16;BANCOLOMBIA S.A;890903938;2;1;4;1;2;4;256;1753; 507.270.000,00 
9011407;1;2;16;BANCOLOMBIA S.A;890903938;2;1;4;1;2;4;72;165; 2.514.525.000,00 
9011407;1;2;16;BBVA;860003020;2;1;4;1;2;6;258;96; 2.030.020.000,00 
9011407;1;2;16;BBVA;860003020;2;1;4;1;2;6;276;1172; 1.016.380.000,00 
9011407;1;2;16;BBVA;860003020;2;1;4;1;2;1;375;7; 2.030.240.000,00 
9011407;1;2;16;BBVA;860003020;2;1;4;1;2;1;810;44; 3.054.930.000,00 
9011407;1;2;16;BBVA;860003020;2;1;4;1;2;1;443;11; 1.520.205.000,00 
9011407;1;2;16;BBVA;860003020;2;1;4;1;2;6;87;101; 1.504.980.000,00 
9011407;1;2;16;BBVA;860003020;2;1;4;1;2;1;439;37; 1.011.030.000,00 
9011407;1;2;16;BBVA;860003020;2;1;4;1;2;6;73;122; 1.005.680.000,00 
9011407;1;2;16;BANCO DAVIVIEND;860034313;2;1;4;1;2;6;89;70; 2.006.140.000,00 
9011407;1;2;16;BANCO DAVIVIEND;860034313;2;1;4;1;2;6;146;70; 3.012.090.000,00 
9011407;1;2;16;BANCO DAVIVIEND;860034313;2;1;4;1;2;6;100;69; 1.008.350.000,00 
9011407;1;2;16;BANCO DAVIVIEND;860034313;2;1;4;1;2;6;128;228; 2.020.100.000,00 
9011407;1;2;16;BANCO DAVIVIEND;860034313;2;1;4;1;2;6;128;294; 1.010.050.000,00 
9011407;1;2;16;BANCO DAVIVIEND;860034313;2;1;4;1;2;6;134;325; 1.508.340.000,00 
9011407;1;2;16;BANCO DAVIVIEND;860034313;2;1;4;1;2;6;89;262; 1.003.070.000,00 
9011407;1;2;16;BANCO DAVIVIEND;860034313;2;1;4;1;2;6;323;437; 500.010.000,00 
9011407;1;2;16;BANCO OCCIDENTE;890300279;2;1;4;1;2;1;408;256; 2.026.780.000,00 
9011407;1;2;16;BANCO OCCIDENTE;890300279;2;1;4;1;2;1;642;72; 1.016.790.000,00 
9011407;1;2;16;BANCO OCCIDENTE;890300279;2;1;4;1;2;1;412;258; 506.400.000,00 
9011407;1;2;16;BANCO POPULAR;860007738;2;1;4;1;2;5;265;276; 2.028.900.000,00 
9011407;1;2;16;BANCO POPULAR;860007738;2;1;4;1;2;1;417;375; 1.012.630.000,00 
9011407;1;2;16;BANCO POPULAR;860007738;2;1;4;1;2;1;417;810; 3.037.890.000,00 
9011407;1;2;16;BANCO POPULAR;860007738;2;1;4;1;2;1;417;443; 2.025.260.000,00 
9011407;1;2;16;RED MULTIBANCA;890100180;2;1;4;1;2;1;893;87; 1.008.400.000,00 
9011407;1;2;16;FIN. DESA TERRI;800096329;2;1;4;1;2;6;54;439; 1.003.160.000,00 
9011407;1;2;16;FIN. DESA TERRI;800096329;2;1;4;1;2;6;260;73; 505.130.000,00 
9011407;1;2;16;FIN. DESA TERRI;800096329;2;1;4;1;2;6;260;89; 505.130.000,00 
9011407;1;2;16;BANCO DE BOGOTA;860002964;2;1;4;1;2;1;897;417; 1.004.290.000,00 
9011407;1;2;16;BANCO DE BOGOTA;860002964;2;1;4;1;2;4;346;893; 5.033.850.000,00 
9011407;1;2;16;BANCO DE BOGOTA;860002964;2;1;4;1;2;4;139;54; 502.570.000,00 
9011407;1;2;16;BANCO DE BOGOTA;860002964;2;1;4;1;2;1;453;260; 2.004.680.000,00 
9011407;1;2;16;BANCO AV VILLAS;860035827;2;1;4;1;2;4;343;260; 1.006.340.000,00 
9011407;1;2;16;BBVA;860003020;2;1;4;1;2;1;1147;897; 1.037.190.000,00 
9011407;1;2;16;BANCO DE BOGOTA;860002964;2;1;4;1;2;1;1077;346; 1.008.490.000,00 
9011407;1;2;16;BANCO DE BOGOTA;860002964;2;1;4;1;2;1;1078;139; 1.008.330.000,00 
9011407;1;2;16;BANCO POPULAR;860007738;2;1;4;1;2;1;2815;453; 1.049.900.000,00 
9011407;1;2;16;BANCOLOMBIA S.A;890903938;2;1;4;1;2;1;510;343; 1.010.910.000,00 
9011407;1;2;16;BANCOLOMBIA S.A;890903938;2;1;4;1;2;1;609;1147; 504.700.000,00 
9011407;1;2;16;BANCOLOMBIA S.A;890903938;2;1;4;1;2;1;968;1077; 2.077.100.000,00 
9011407;1;2;16;BANCOLOMBIA S.A;890903938;2;1;4;1;2;1;1029;1078; 2.542.150.000,00 
9011407;1;2;16;BANCOLOMBIA S.A;890903938;2;1;4;1;2;1;1753;2815; 1.054.540.000,00 
9011407;1;2;16;BANCO DAVIVIEND;860034313;2;1;4;1;2;6;165;510; 502.095.000,00 
9011407;1;2;16;BANCO DAVIVIEND;860034313;2;1;4;1;2;6;96;323; 2.031.960.000,00 
9011407;1;2;16;FIN. DESA TERRI;800096329;2;1;4;1;2;1;1172;408; 505.445.000,00 
9011407;1;2;16;BANCO OCCIDENTE;890300279;2;1;4;1;2;4;7;642; 3.031.770.000,00 
9011407;1;2;16;BANCO OCCIDENTE;890300279;2;1;4;1;2;4;44;25; 2.012.520.000,00 
9011407;1;2;16;BANCO POPULAR;860007738;2;1;4;1;2;4;11;2; 3.029.970.000,00 
9011407;1;2;16;BANCO POPULAR;860007738;2;1;4;1;2;4;101;69; 3.031.770.000,00 
9011407;1;2;16;BANCOLOMBIA S.A;890903938;2;1;4;1;2;4;37;12; 2.547.600.000,00 
9011407;1;2;16;BANCO AV VILLAS;860035827;2;1;4;1;2;4;122;98; 2.016.380.000,00 
9011407;1;2;10;TESORERIA GENER;899999090;2;1;4;1;4;9;331;316; 5.182.350.000,00 
9011407;1;2;10;TESORERIA GENER;899999090;2;1;4;1;4;9;331;344; 518.235.000,00 
9011407;1;2;10;TESORERIA GENER;899999090;2;1;4;1;4;9;331;379; 2.072.940.000,00 
9011407;2;2;0;BANCO POPULAR;860007738;0;0;0;0;0;0;0;0; 26.721.975.450,00 
9011407;2;2;0;BANCO AGRARIO;8000378008;0;0;0;0;0;0;0;0; 17.349.979,00 
9011407;2;2;0;BANCOLOMBIA S.A;890903938;0;0;0;0;0;0;0;0; 3.461.236,00 
9011407;2;2;0;BBVA;860003020;0;0;0;0;0;0;0;0; 5.249.730.171,00 
9011407;2;2;0;RED MULTIBANCA;890100180;0;0;0;0;0;0;0;0; 9.470.752.432,00 
9011407;2;2;0;BANCO DAVIVIEND;860034313;0;0;0;0;0;0;0;0; 666.116.572,00 
9011407;2;2;0;BANCO OCCIDENTE;890300279;0;0;0;0;0;0;0;0; 2.550.873.190,00 
9011407;2;2;0;BANCO AV VILLAS;860035827;0;0;0;0;0;0;0;0; 2.360.848.498,00 
9011407;2;2;0;BANCO DE BOGOTA;860002964;0;0;0;0;0;0;0;0; 21.667.508.275,00 
9011407;2;2;0;BANCO CITIBANK;860051135;0;0;0;0;0;0;0;0; 507.133.598,00 
9011407;2;2;0;BANCO SUDAMERIS;860050750;0;0;0;0;0;0;0;0; 24.702.217.837,00 
9011407;2;2;0;BBVA;860003020;0;0;0;0;0;0;0;0; 905.151.460,00 
9011407;2;2;0;RED MULTIBANCA;890100180;0;0;0;0;0;0;0;0; -   
9011407;2;2;0;BANCO DAVIVIEND;860034313;0;0;0;0;0;0;0;0; 95.893.288,00 
9011407;2;2;0;BANCOLOMBIA S.A;890903938;0;0;0;0;0;0;0;0; 63.538.321,00 
9011407;2;2;0;BANCO CORPBANCA;8909039370;0;0;0;0;0;0;0;0; 21.121.716.909,00 
