FONDO;TIPO ACTIVO;VINCULADO O NO;TIPÒ TITULO;EMISOR;NIT;TIPO INVERSION;TIPO REGISTRO;SISTEMA TRANSACCIONAL;TIPO MONEDA;TIPO SECTOR;CALIFICACION;DIAS AL VTO;DURACION;VPN
8507623;2;2;0;Banco De Bogota S.A.;8600029644;0;0;0;0;0;0;0;0;979870214.38
8507623;2;2;0;Bancolombia S.A.;8909039388;0;0;0;0;0;0;0;0;4336723761.32
8507623;2;2;0;Banco Av Villas S.A.;8600358275;0;0;0;0;0;0;0;0;33979641531.86
8507623;2;2;0;Banco De Occidente S.A.;8903002794;0;0;0;0;0;0;0;0;79312353991.67
8507623;2;2;0;Banco Agrario De Colombia S.A;8000378008;0;0;0;0;0;0;0;0;1072109.64
8507623;2;2;0;Banco Corpbanca Colombia S.A;8909039370;0;0;0;0;0;0;0;0;1100143.25
8507623;2;2;0;Banco Popular S.A.;8600077389;0;0;0;0;0;0;0;0;0
8507623;2;2;0;Banco Colpatria Multibanca Colpatria S.A.;8600345941;0;0;0;0;0;0;0;0;1090183.16
8507623;2;2;0;Banco De Occidente S.A.;8903002794;0;0;0;0;0;0;0;0;9379519.64
8507623;2;2;0;Banco Davivienda S.A.;8600343137;0;0;0;0;0;0;0;0;1291683.18
8507623;2;2;0;Citibank Colombia S.A.;8600511354;0;0;0;0;0;0;0;0;1409147.97
8507623;2;2;0;Bbva Colombia S.A.;8600030201;0;0;0;0;0;0;0;0;2677415.03
8507623;2;2;0;Banco Av Villas S.A.;8600358275;0;0;0;0;0;0;0;0;38128.28
8507623;2;2;0;Banco De Bogota S.A.;8600029644;0;0;0;0;0;0;0;0;1484970.73
8507623;2;2;0;Bancolombia S.A.;8909039388;0;0;0;0;0;0;0;0;1756780.47
85076219;1;2;3;Bancolombia S.A.;8909039388;2;1;1;1;2;1;484;0;557090000
85076219;1;2;3;Banco Finandina S.A.;8600518946;2;1;1;1;2;1;5;0;510735000
85076219;1;2;3;Banco Finandina S.A.;8600518946;2;1;1;1;2;1;776;0;510900000
85076219;1;2;3;Bancolombia S.A.;8909039388;2;1;1;1;2;1;1353;0;540105000
85076219;1;2;3;Bancolombia S.A.;8909039388;2;1;1;1;2;1;890;0;523325000
