TIPO ACTIVO;CODIGO CARTERA;VINCULADO AL FONDO;TIPO DE TITULO;EMISOR;NIT;TIPO INVERSIÓN ;TIPO REGISTRO;SISTEMA TRANSACCIONAL;TIPO MONEDA;TIPO SECTOR;CALIFICACIÓN;DÍAS AL VTO.;DURACIÓN;VAN
123456;2;2;0;Bancolombia S.A.;8909039388;0;0;0;0;0;0;0;0;0
123456;2;2;0;Bancolombia S.A.;8909039388;0;0;0;0;0;0;0;0;0
123456;2;2;0;Bancolombia S.A.;8909039388;0;0;0;0;0;0;0;0;0
123456;2;2;0;Bancolombia S.A.;8909039388;0;0;0;0;0;0;0;0;10138231928.52
123456;2;2;0;Bancolombia S.A.;8909039388;0;0;0;0;0;0;0;0;2036500
123456;2;2;0;Banco Corpbanca Colombia S.A;8909039370;0;0;0;0;0;0;0;0;1455188238.86
123456;2;2;0;Bancolombia S.A.;8909039388;0;0;0;0;0;0;0;0;0
123456;2;2;0;Banco Davivienda S.A.;8600343137;0;0;0;0;0;0;0;0;67248721.31
123456;2;2;0;Banco Falabella S.A.;9000479818;0;0;0;0;0;0;0;0;0
123456;2;2;0;Banco Falabella S.A.;9000479818;0;0;0;0;0;0;0;0;4013194.59
123456;2;2;0;Banco Colpatria Multibanca Colpatria S.A.;8600345941;0;0;0;0;0;0;0;0;1501382600.79
123456;2;2;0;Banco Corpbanca Colombia S.A;8909039370;0;0;0;0;0;0;0;0;2642523438.45
123456;2;2;0;Banco Corpbanca Colombia S.A;8909039370;0;0;0;0;0;0;0;0;0
123456;2;2;0;Banco Davivienda S.A.;8600343137;0;0;0;0;0;0;0;0;7319484326.22
123456;2;2;0;Bancolombia S.A.;8909039388;0;0;0;0;0;0;0;0;2949941
123456;2;2;0;Banco Davivienda S.A.;8600343137;0;0;0;0;0;0;0;0;0
123456;2;2;0;Banco Davivienda S.A.;8600343137;0;0;0;0;0;0;0;0;0
123456;2;2;0;Helm Bank;8600076603;0;0;0;0;0;0;0;0;0
123456;2;2;0;Banco De Occidente S.A.;8903002794;0;0;0;0;0;0;0;0;0
123456;2;2;0;Banco De Occidente S.A.;8903002794;0;0;0;0;0;0;0;0;0
123456;2;2;0;Banco Davivienda S.A.;8600343137;0;0;0;0;0;0;0;0;0
123456;2;2;0;Banco De Occidente S.A.;8903002794;0;0;0;0;0;0;0;0;0
123456;2;2;0;Banco De Occidente S.A.;8903002794;0;0;0;0;0;0;0;0;0
123456;2;2;0;Banco De Occidente S.A.;8903002794;0;0;0;0;0;0;0;0;0
123456;2;2;0;Banco De Occidente S.A.;8903002794;0;0;0;0;0;0;0;0;703858.58
123456;2;2;0;Banco De Occidente S.A.;8903002794;0;0;0;0;0;0;0;0;0
123456;2;2;0;Banco Gnb Sudameris S.A.;8600507501;0;0;0;0;0;0;0;0;52207614030.98
123456;2;2;0;Banco Finandina S.A.;8600518946;0;0;0;0;0;0;0;0;467711927.58
123456;2;2;0;Banco Finandina S.A.;8600518946;0;0;0;0;0;0;0;0;0
123456;2;2;0;Banco Finandina S.A.;8600518946;0;0;0;0;0;0;0;0;0
123456;1;1;41;Fondo de Inversión Colectiva FONVAL;830046268;2;1;1;1;1;1;1;0;3988283206.79
123456;1;2;77;Banco De La Republica;8600052167;2;1;1;1;4;9;0;0;70700212100
123456;1;2;16;Banco Colpatria Multibanca Colpatria S.A.;8600345941;2;1;1;1;2;4;274;0;101999000
123456;1;2;3;Banco De Occidente S.A.;8903002794;2;1;1;1;2;6;119;0;61230000
123456;1;2;16;Banco Davivienda S.A.;8600343137;2;1;1;1;2;4;273;0;252552500
123456;1;2;16;Banco Colpatria Multibanca Colpatria S.A.;8600345941;2;1;1;1;2;4;214;0;507975000
123456;1;2;3;Banco Finandina S.A.;8600518946;2;1;1;1;2;4;297;0;10117200454
123456;1;2;16;Banco Mundo Mujer;9007689337;2;1;1;1;2;4;171;0;1009980000
123456;1;2;16;Banco Falabella S.A.;9000479818;2;1;1;1;2;6;272;0;1011090000
123456;1;2;16;Banco Mundo Mujer;9007689337;2;1;1;1;2;4;57;0;1011390000
123456;1;2;16;Banco Corpbanca Colombia S.A;8909039370;2;1;1;1;2;4;65;0;1008940000
123456;1;2;16;Banco De Comercio Ext. De Colombia S.A. Bancoldex;8001499236;2;1;1;1;2;4;99;0;999490000
123456;1;2;16;Banco Finandina S.A.;8600518946;2;1;1;1;2;1;475;0;1006530000
123456;1;2;16;Bancolombia S.A.;8909039388;2;1;1;1;2;4;116;0;1001720000
123456;1;2;16;Rci Colombia S.A.;9009776290;2;1;1;1;2;4;65;0;501060000
123456;1;2;3;Banco Popular S.A.;8600077389;2;1;1;1;2;4;85;0;2504245000
123456;1;2;16;Bancompartir S.A.;8600259715;2;1;1;1;2;4;60;0;1005250000
123456;1;2;16;Bancompartir S.A.;8600259715;2;1;1;1;2;4;123;0;1002100000
123456;1;2;16;Bancompartir S.A.;8600259715;2;1;1;1;2;4;308;0;332372610
123456;1;2;16;Bancompartir S.A.;8600259715;2;1;1;1;2;4;141;0;175842390
123456;1;2;16;Servicios Financieros S.A - Serfinansa C.F.;8600431866;2;1;1;1;2;6;135;0;1027060000
123456;1;2;16;Servicios Financieros S.A - Serfinansa C.F.;8600431866;2;1;1;1;2;1;372;0;1026900000
123456;1;2;16;Banco Mundo Mujer;9007689337;2;1;1;1;2;6;144;0;1018980000
123456;1;2;16;Banco Davivienda S.A.;8600343137;2;1;1;1;2;4;148;0;1119151000
123456;1;2;16;La Hipotecaria Compañía de Financiamiento S.A.;9006289300;2;1;1;1;2;6;149;0;507120000
123456;1;2;16;Banco Mundo Mujer;9007689337;2;1;1;1;2;4;151;0;1012660000
123456;1;2;3;Banco Colpatria Multibanca Colpatria S.A.;8600345941;2;1;1;1;2;6;119;0;204570001
123456;1;2;16;Banco Davivienda S.A.;8600343137;2;1;1;1;2;4;173;0;202716000
123456;1;2;16;Banco De Las Microfinanzas Bancamia S.A.;9002150711;2;1;1;1;2;4;3;0;1006650000
123456;1;2;16;Banco Pichincha S.A.;8902007567;2;1;1;1;2;4;10;0;1010540000
123456;1;2;16;Banco Pichincha S.A.;8902007567;2;1;1;1;2;1;556;0;1007760000
123456;1;2;16;Banco Pichincha S.A.;8902007567;2;1;1;1;2;6;194;0;999760000
123456;1;2;16;Banco Mundo Mujer;9007689337;2;1;1;1;2;6;194;0;1005450000
123456;1;2;16;Banco De Comercio Ext. De Colombia S.A. Bancoldex;8001499236;2;1;1;1;2;6;194;0;400660000
123456;1;2;16;Banco Pichincha S.A.;8902007567;2;1;1;1;2;4;16;0;1003160000
123456;1;2;16;Banco Cooperativo Coopcentral;8902030889;2;1;1;1;2;6;199;0;1007350000
123456;1;2;16;Banco Cooperativo Coopcentral;8902030889;2;1;1;1;2;4;200;0;503465000
123456;1;2;16;Rci Colombia S.A.;9009776290;2;1;1;1;2;1;23;0;1015320000
123456;1;2;16;La Hipotecaria Compañía de Financiamiento S.A.;9006289300;2;1;1;1;2;4;24;0;707630000
123456;1;2;16;Banco Mundo Mujer;9007689337;2;1;1;1;2;4;25;0;503880000
123456;1;2;16;Bancompartir S.A.;8600259715;2;1;1;1;2;4;25;0;505800000
123456;1;2;16;Banco Davivienda S.A.;8600343137;2;1;1;1;2;4;208;0;505750000
123456;1;2;16;Banco Mundo Mujer;9007689337;2;1;1;1;2;4;26;0;501340000
123456;1;2;16;La Hipotecaria Compañía de Financiamiento S.A.;9006289300;2;1;1;1;2;4;208;0;501975000
123456;1;2;16;La Hipotecaria Compañía de Financiamiento S.A.;9006289300;2;1;1;1;2;4;29;0;501975000
123456;1;2;16;Banco Mundo Mujer;9007689337;2;1;1;1;2;4;208;0;507920000
123456;1;2;16;Banco Mundo Mujer;9007689337;2;1;1;1;2;4;213;0;500855000
