COD;TIPO ACTIVO;VINCULADO AL FONDO;TIPO DE TÍTULO;EMISOR;NIT;TIPO INVERSIÓN ;TIPO REGISTRO;SISTEMA TRANSACCIONAL;TIPO MONEDA;TIPO SECTOR;CALIFICACIÓN;DÍAS AL VTO.;DURACIÓN;VPN
119158;1;2;34;Bancolombia S.A.;8909039388;2;1;1;1;2;Acciones  ;0;0;5639520
119158;1;2;34;Bancolombia S.A.;8909039388;2;1;1;1;2;Acciones  ;0;0;11142600
119158;1;2;34;Bancolombia S.A.;8909039388;2;1;1;1;2;Acciones  ;0;0;5457600
119158;1;2;34;Bancolombia S.A.;8909039388;2;1;1;1;2;Acciones  ;0;0;1591800
119158;1;2;34;Bancolombia S.A.;8909039388;2;1;1;1;2;Acciones  ;0;0;1137000
119158;1;2;34;Bancolombia S.A.;8909039388;2;1;1;1;2;Acciones  ;0;0;1819200
119158;1;2;34;Bancolombia S.A.;8909039388;2;1;1;1;2;Acciones  ;0;0;22103280
119158;1;2;34;Bancolombia S.A.;8909039388;2;1;1;1;2;Acciones  ;0;0;1955640
119158;1;2;34;Bancolombia S.A.;8909039388;2;1;1;1;2;Acciones  ;0;0;24013440
119158;1;2;34;Bancolombia S.A.;8909039388;2;1;1;1;2;Acciones  ;0;0;29743920
119158;1;2;34;Bancolombia S.A.;8909039388;2;1;1;1;2;Acciones  ;0;0;2046600
119158;1;2;34;Bancolombia S.A.;8909039388;2;1;1;1;2;Acciones  ;0;0;2910720
119158;1;2;34;Bancolombia S.A.;8909039388;2;1;1;1;2;Acciones  ;0;0;13507560
119158;1;2;34;Bancolombia S.A.;8909039388;2;1;1;1;2;Acciones  ;0;0;5821440
119158;1;2;34;Bancolombia S.A.;8909039388;2;1;1;1;2;Acciones  ;0;0;9050520
119158;1;2;34;Bancolombia S.A.;8909039388;2;1;1;1;2;Acciones  ;0;0;5093760
119158;1;2;34;Bancolombia S.A.;8909039388;2;1;1;1;2;Acciones  ;0;0;5139240
119158;1;2;34;Bancolombia S.A.;8909039388;2;1;1;1;2;Acciones  ;0;0;25014000
119158;1;2;34;Bancolombia S.A.;8909039388;2;1;1;1;2;Acciones  ;0;0;7458720
119158;1;2;34;Bancolombia S.A.;8909039388;2;1;1;1;2;Acciones  ;0;0;31836000
119158;1;2;34;Bancolombia S.A.;8909039388;2;1;1;1;2;Acciones  ;0;0;6230760
119158;1;2;34;Bancolombia S.A.;8909039388;2;1;1;1;2;Acciones  ;0;0;16509240
119158;1;2;34;Bancolombia S.A.;8909039388;2;1;1;1;2;Acciones  ;0;0;31836000
119158;1;2;34;Bancolombia S.A.;8909039388;2;1;1;1;2;Acciones  ;0;0;13644000
119158;1;2;34;Bancolombia S.A.;8909039388;2;1;1;1;2;Acciones  ;0;0;54576000
119158;1;2;34;Bancolombia S.A.;8909039388;2;1;1;1;2;Acciones  ;0;0;10915200
